inchi,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166
Bolinopsis_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,8,0,0,2,0,2,0,0,0,0,1,8,5,8,0,0,11,0,1,0,0,2,0,0,0,5,0,1,0,0,0,8,5,0,0,1,3,0,8,2,1,0,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,9,0,2,2,11,11,12,0,0,1,11,2,0,11,0,12,1,2,9,7,17,2,20,11,11,12,6,1,11,6,0
Bolinopsis_378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,2,0,3,2,22,1,0,6,2,7,1,1,0,1,1,32,21,24,1,0,23,2,2,0,0,6,0,0,0,21,2,1,0,0,1,24,22,0,0,1,8,1,24,16,2,2,2,1,1,0,0,0,0,0,3,0,34,5,0,0,0,24,2,8,3,27,19,32,0,0,1,27,16,1,19,1,31,0,8,24,29,47,3,52,27,19,32,9,1,27,14,0
Bolinopsis_379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,8,0,0,2,1,2,1,0,0,0,0,7,7,8,0,0,10,1,0,0,0,3,0,0,0,6,0,0,0,0,0,8,8,0,2,1,5,0,8,5,0,1,1,1,1,0,0,0,2,2,1,0,11,1,0,0,0,9,1,3,2,11,9,10,2,0,1,11,5,1,9,1,9,1,3,9,9,16,2,19,11,9,10,6,1,11,11,0
Bolinopsis_380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,2,0,2,0,0,0,0,2,9,4,8,0,0,11,0,4,0,0,2,0,0,0,10,0,0,0,0,0,8,8,0,2,1,3,0,8,3,0,0,0,0,3,0,0,0,2,1,1,0,15,5,0,0,0,11,0,2,5,16,5,10,2,0,2,16,3,0,5,0,10,2,2,11,11,16,5,18,16,5,10,12,2,16,12,0
Bolinopsis_381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,9,0,0,2,0,3,0,0,0,0,1,11,6,10,0,0,10,0,1,0,0,2,0,0,0,8,0,0,0,0,0,10,8,0,2,1,3,0,10,4,1,0,0,0,0,0,0,0,2,1,1,0,15,2,0,0,0,9,0,2,3,12,7,12,2,0,2,12,4,0,7,0,12,2,2,9,11,18,3,19,12,7,12,12,2,12,12,0
Bolinopsis_382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,1,11,3,0,3,1,5,0,0,0,0,1,15,10,12,0,0,13,1,5,0,0,3,0,0,0,13,0,1,0,0,0,12,13,0,2,1,1,0,12,5,1,2,2,0,2,0,0,0,2,2,1,0,22,5,0,0,0,14,2,3,4,18,4,19,2,0,1,18,5,0,4,0,18,2,3,14,14,24,4,27,18,4,19,11,1,18,11,0
Bolinopsis_383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,0,10,2,0,1,2,2,0,0,0,1,0,11,3,9,0,0,10,2,0,0,0,0,0,0,0,8,0,0,0,0,0,9,10,0,0,0,2,0,9,1,0,4,4,0,1,0,0,0,0,0,0,0,14,1,0,0,0,10,4,1,1,11,5,14,0,0,2,11,1,0,5,0,12,0,1,10,8,20,1,18,11,5,14,22,2,11,22,0
Bolinopsis_384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,9,1,0,2,1,1,0,0,0,1,0,9,3,8,0,0,10,1,0,0,0,1,0,0,0,8,0,0,0,0,0,8,9,0,4,1,3,0,8,0,0,2,2,0,1,0,0,0,4,1,0,0,14,1,0,0,0,9,2,2,3,12,4,11,4,0,4,12,0,0,4,0,10,2,2,9,9,17,3,17,12,4,11,29,4,12,29,0
Bolinopsis_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,1,0,9,1,0,1,3,2,2,0,0,0,0,10,12,8,0,0,10,3,0,0,0,3,0,0,0,4,0,0,0,0,0,8,9,0,0,2,4,0,8,7,0,4,4,2,1,0,0,0,0,0,1,0,10,0,0,0,0,9,4,3,1,10,10,12,0,0,0,10,7,2,10,2,9,0,3,9,8,18,1,20,10,10,12,5,0,10,15,0
Bolinopsis_386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,2,1,4,0,1,0,1,1,19,9,10,1,0,11,1,1,0,0,1,0,0,0,12,0,0,0,0,1,10,12,0,0,1,2,1,10,7,0,2,2,0,2,0,0,0,0,0,1,0,16,4,0,0,0,12,2,3,3,15,3,14,0,0,1,15,7,0,3,0,13,0,3,12,16,20,3,20,15,3,14,11,1,15,11,0
Bolinopsis_387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,4,1,9,1,0,4,1,4,0,0,0,0,1,20,14,8,0,0,11,1,1,0,0,3,0,0,0,11,0,1,0,0,1,8,11,0,0,2,4,0,8,9,1,2,2,0,2,0,0,0,0,0,2,0,18,2,0,0,0,10,2,4,3,13,6,16,0,0,0,13,9,0,6,0,15,0,4,10,18,19,3,22,13,6,16,5,0,13,5,0
Bolinopsis_388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,4,1,9,2,0,2,2,3,0,1,0,1,1,15,7,9,1,0,11,2,2,0,0,1,0,0,0,10,2,1,0,0,1,9,11,0,0,0,3,1,9,3,1,3,3,0,1,0,0,0,0,0,0,0,17,1,0,0,0,10,3,3,2,12,5,16,0,0,2,12,3,0,5,0,15,0,3,10,11,21,2,21,12,5,16,20,2,12,20,0
Bolinopsis_389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,5,1,10,2,0,4,2,2,0,0,0,0,2,13,7,8,0,0,12,2,4,0,0,2,0,0,0,10,0,1,0,0,2,8,11,0,0,0,0,0,8,2,1,4,4,0,2,0,0,0,0,2,0,0,18,3,0,0,0,10,4,4,4,14,2,16,0,0,1,14,2,0,2,0,14,0,4,10,10,19,4,20,14,2,16,16,1,14,16,0
Bolinopsis_390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,10,2,0,1,2,2,0,1,0,1,3,12,4,9,1,0,13,2,3,0,0,0,0,0,0,8,0,0,0,0,1,9,10,0,2,0,1,1,9,2,0,4,4,0,1,0,0,0,2,0,0,0,17,1,0,0,0,10,4,2,5,15,3,14,2,0,2,15,2,0,3,0,12,3,2,10,9,20,5,18,15,3,14,22,2,15,22,0
Bolinopsis_391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,14,2,0,0,1,3,0,0,0,0,0,23,8,15,0,0,15,1,1,0,0,0,0,0,0,16,0,0,0,0,0,15,12,0,0,1,3,0,15,6,0,2,2,0,6,0,0,0,0,0,0,0,23,12,0,0,0,21,2,0,6,27,8,18,0,0,0,27,6,0,8,0,17,0,0,21,16,30,6,29,27,8,18,5,0,27,5,0
Bolinopsis_392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,7,1,8,0,0,10,0,2,0,0,0,0,0,0,7,0,0,0,0,0,8,6,0,0,1,7,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,11,2,0,0,0,10,0,0,2,12,11,9,0,0,2,12,0,0,11,0,9,0,0,10,7,17,2,17,12,11,9,12,2,12,12,0
Bolinopsis_393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,4,0,3,0,0,0,1,1,14,9,8,0,0,11,0,1,0,0,2,0,0,0,9,0,0,0,0,1,8,8,0,0,2,4,0,8,7,0,0,0,0,2,0,0,0,0,0,2,0,15,2,0,0,0,10,0,4,3,13,7,11,0,0,0,13,7,0,7,0,11,0,4,10,15,17,3,19,13,7,11,0,0,13,0,0
Bolinopsis_394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,2,1,2,1,0,0,0,0,10,9,8,0,0,10,1,0,0,0,3,0,0,0,6,0,0,0,0,0,8,8,0,0,1,3,0,8,6,0,1,1,1,2,0,0,0,0,3,2,0,11,3,0,0,0,10,1,3,2,12,7,10,0,0,1,12,6,1,7,1,9,0,3,10,10,16,2,19,12,7,10,6,1,12,11,0
Bolinopsis_395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,2,0,10,2,0,3,2,2,0,1,0,1,3,13,7,8,1,0,12,2,1,0,0,1,0,0,0,8,0,0,0,0,2,8,10,0,0,1,2,1,8,4,0,4,4,0,1,0,0,0,0,0,1,0,15,0,0,0,0,9,4,4,3,12,5,14,0,0,1,12,4,0,5,0,12,0,4,9,12,19,3,18,12,5,14,16,1,12,16,0
Bolinopsis_396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,8,0,0,6,0,7,0,0,0,0,0,25,22,8,0,0,10,0,0,0,0,6,0,0,0,13,0,2,0,0,0,8,13,0,0,2,2,0,8,16,2,0,0,0,1,0,0,0,0,0,4,0,20,0,0,0,0,9,0,6,1,10,4,19,0,0,1,10,16,0,4,0,19,0,6,9,25,19,1,27,10,4,19,6,1,10,6,0
Bolinopsis_397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,4,1,4,0,0,0,0,1,21,15,9,0,0,10,1,1,0,0,3,0,0,0,9,2,2,0,0,1,9,9,0,0,3,3,0,9,7,3,1,1,0,0,0,0,0,0,0,1,0,20,0,0,0,0,8,1,4,2,10,6,18,0,0,2,10,7,0,6,0,18,0,4,8,16,21,2,24,10,6,18,15,2,10,15,0
Bolinopsis_398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,3,0,3,0,0,0,0,1,11,8,9,0,0,11,0,1,0,0,2,0,0,0,7,0,0,0,0,1,9,7,0,0,3,3,0,9,4,0,0,0,0,1,0,0,0,0,0,1,0,13,2,0,0,0,10,0,3,2,12,8,11,0,0,1,12,4,0,8,0,11,0,3,10,12,17,2,19,12,8,11,6,1,12,6,0
Bolinopsis_399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,1,10,1,0,3,1,2,0,0,0,1,0,10,7,9,0,0,9,1,0,0,0,2,0,0,0,7,0,0,0,0,0,9,8,0,0,2,6,0,9,3,1,2,2,0,0,0,0,0,0,0,1,0,14,1,0,0,0,8,2,3,1,9,10,13,0,0,0,9,3,0,10,0,12,0,3,8,11,18,1,18,9,10,13,5,0,9,5,0
Bolinopsis_400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,0,1,0,0,0,0,2,6,4,8,0,0,12,0,2,0,0,1,0,0,0,4,0,0,0,0,2,8,4,0,0,3,5,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,9,0,3,3,12,12,9,0,0,0,12,0,0,12,0,9,0,3,9,7,16,3,17,12,12,9,0,0,12,0,0
Bolinopsis_401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,0,15,1,0,6,3,3,2,0,0,0,1,12,15,16,0,0,18,3,4,0,0,7,0,0,0,13,2,0,0,2,1,16,16,0,0,2,4,0,16,7,0,3,3,2,2,0,0,0,0,4,2,0,20,7,0,0,0,18,3,8,3,21,9,19,0,0,1,21,7,2,9,2,17,0,8,18,15,29,3,35,21,9,19,9,1,21,19,0
Bolinopsis_402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,1,16,1,0,6,3,3,2,0,0,0,1,13,15,17,0,0,17,3,4,0,0,7,0,0,0,13,2,0,0,2,1,17,16,0,0,2,4,0,17,7,1,3,3,2,1,0,0,0,0,4,2,0,21,7,0,0,0,17,3,8,3,20,9,20,0,0,1,20,7,2,9,2,18,0,8,17,15,30,3,35,20,9,20,9,1,20,19,0
Bolinopsis_403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,8,0,0,2,1,4,1,1,0,1,0,17,14,9,1,0,10,1,0,0,0,3,0,0,0,8,0,1,0,0,0,9,10,0,0,3,4,1,9,9,1,1,1,1,1,0,0,0,0,1,1,0,14,1,0,0,0,10,1,4,1,11,7,14,0,0,1,11,9,1,7,1,13,0,4,10,15,19,1,23,11,7,14,6,1,11,11,0
Bolinopsis_404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,8,0,0,2,0,3,0,0,0,0,0,17,12,8,0,0,10,0,0,0,0,2,0,0,0,7,0,2,0,0,0,8,7,0,4,4,6,0,8,4,2,0,0,0,1,0,0,0,4,0,0,0,18,0,0,0,0,9,0,2,3,12,10,15,4,0,2,12,4,0,10,0,15,2,2,9,13,19,3,23,12,10,15,12,2,12,12,0
Bolinopsis_405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,9,1,0,1,1,2,0,0,0,0,1,10,6,8,0,0,11,1,1,0,0,1,0,0,0,6,0,0,0,0,0,8,7,0,0,2,8,0,8,3,0,2,2,0,1,0,0,0,0,0,1,0,13,0,0,0,0,9,2,1,2,11,13,12,0,0,0,11,3,0,13,0,11,1,1,9,10,18,2,18,11,13,12,5,0,11,5,0
Bolinopsis_406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,4,0,0,1,12,1,0,4,3,3,2,0,0,0,0,10,13,13,0,0,12,3,1,0,0,6,0,0,0,9,2,0,0,2,0,13,13,0,0,1,3,0,13,7,1,3,3,2,0,0,0,0,0,3,2,0,15,4,0,0,0,12,3,6,1,13,7,16,0,0,1,13,7,2,7,2,14,0,6,12,11,23,1,27,13,7,16,9,1,13,19,0
Bolinopsis_407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,1,0,2,0,0,0,0,3,7,3,9,0,0,12,0,1,0,0,1,0,0,0,6,0,0,0,0,0,9,6,0,0,1,7,0,9,1,0,0,0,0,1,0,0,0,0,1,0,0,13,2,0,0,0,10,0,1,3,13,12,10,0,0,0,13,1,0,12,0,10,2,1,10,7,17,3,18,13,12,10,0,0,13,0,0
Bolinopsis_408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,8,0,0,3,1,2,1,0,0,0,1,8,9,8,0,0,11,1,1,0,0,4,0,0,0,6,0,0,0,0,0,8,9,0,0,1,7,0,8,5,0,1,1,1,1,0,0,0,0,4,2,0,11,2,0,0,0,9,1,4,2,11,9,10,0,0,0,11,5,1,9,1,9,1,4,9,10,15,2,19,11,9,10,0,0,11,5,0
Bolinopsis_409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,2,1,2,1,0,0,0,1,8,10,8,0,0,11,1,1,0,0,3,0,0,0,5,0,0,0,0,0,8,6,0,0,3,7,0,8,5,0,1,1,1,1,0,0,0,0,1,1,0,11,2,0,0,0,9,1,3,2,11,11,10,0,0,0,11,5,1,11,1,9,1,3,9,10,16,2,19,11,11,10,0,0,11,5,0
Bolinopsis_410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,2,0,2,0,0,0,0,4,8,5,8,0,0,13,0,2,0,0,1,0,0,0,5,0,0,0,0,1,8,5,0,0,2,6,0,8,3,0,0,0,0,1,0,0,0,0,0,1,0,14,0,0,0,0,9,0,2,4,13,12,10,0,0,0,13,3,0,12,0,10,2,2,9,9,17,4,18,13,12,10,0,0,13,0,0
Bolinopsis_411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,0,0,2,1,4,1,0,0,0,0,12,10,10,0,0,10,1,0,0,0,3,0,0,0,9,0,0,0,0,0,10,11,0,0,1,3,0,10,7,0,1,1,1,1,0,0,0,0,3,1,0,12,3,0,0,0,11,1,3,1,12,6,12,0,0,1,12,7,1,6,1,11,0,3,11,12,18,1,21,12,6,12,6,1,12,11,0
Bolinopsis_412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,8,1,0,2,1,5,0,0,0,0,0,16,10,10,0,0,10,1,3,0,0,2,0,0,0,12,2,0,0,0,0,10,11,0,0,2,4,0,10,7,0,1,1,0,2,0,0,0,0,0,2,0,16,4,0,0,0,12,1,2,2,14,6,14,0,0,1,14,7,0,6,0,14,0,2,12,16,20,2,21,14,6,14,9,1,14,9,0
Bolinopsis_413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,8,0,0,3,0,3,0,0,0,0,3,13,9,8,0,0,12,0,1,0,0,2,0,0,0,7,0,1,0,0,1,8,7,0,0,2,6,0,8,5,1,0,0,0,1,0,0,0,0,0,1,0,16,0,0,0,0,9,0,3,3,12,11,13,0,0,0,12,5,0,11,0,13,1,3,9,12,18,3,21,12,11,13,0,0,12,0,0
Bolinopsis_414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,2,8,0,0,4,1,4,1,0,0,0,2,17,15,8,0,0,12,1,2,0,0,4,0,0,0,9,0,2,0,0,1,8,11,0,0,1,5,0,8,9,2,1,1,1,1,0,0,0,0,1,1,0,18,0,0,0,0,9,1,5,3,12,7,16,0,0,0,12,9,1,7,1,15,1,5,9,14,19,3,25,12,7,16,0,0,12,5,0
Bolinopsis_415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,1,0,2,1,4,1,0,0,0,0,13,10,9,0,0,10,1,1,0,0,3,0,0,0,9,0,0,0,0,0,9,11,0,2,2,6,0,9,8,0,1,1,1,1,0,0,0,2,0,2,0,13,1,0,0,0,10,1,3,2,12,8,12,2,0,1,12,8,1,8,1,11,1,3,10,14,18,2,21,12,8,12,6,1,12,11,0
