inchi,-1997955083,-1997955072,-1997954742,-1997954587,-1997944512,-1969325932,-1969325921,-1969325920,-1969325591,-1969315361,-1968998231,-1968998220,-1968998219,-1954549596,-1954549585,-1854809317,-1854809316,-1854808987,-1807065362,-1807065351,-1807065021,-1807064866,-1807054791,-1806737661,-1806737650,-1664513912,-1664503682,-1664503670,-919561681,-919561670,-919561669,-919561340,-919561185,-919551110,-919233980,-919233969,-909402950,-909402939,-909402938,-909402609,-461495254,-461495253,-461494924,67,78,79,83,2144,2485,2516,2640,2652,66531,66872,67027,77102,78063,78074,78075,78559,81907,2062528,2073099,2077904,2390229,2390240,2420020,2420031,2420361,2435396,2539184,63938435,63949006,64266136,64415091,74097166,74097177,74097507,75020687,75020698,75020699,75021028,75031258,75497343,78714771,78714782,1315296035,1315623736,1325454766,1630216696,1630227267,1773362792,1982091552,1982419253,1992250283,1992250624,1996867888,-1997627382,-1796906631,-1796906620,77113,2390570,64266477,74107737,1630217037,1630544397,1992260854,-1854798757,-1854798745,-1664186552,-1664186541,2539195,78714783,78715112,75031270,-1997478427,-1997478055,-1969325560,-1969325436,-1969314400,-1969310556,-1969310545,-1968849276,-1959167201,-1959151825,-1959151813,-1954181533,-1854809328,-1854469587,-1854451836,-1854451824,-1843399375,-1843398879,-1792289026,-1792277494,-1664514253,-1664514241,-1653432001,-1653431989,-1310805710,-1310790334,-1310790322,-919561309,-919550149,-919546305,-919546294,-919204189,-919204177,-919203693,-919085025,-904785345,-604164364,-604164352,-604163992,-450085312,-450084816,2527,66903,78404,78571,81918,81919,82290,2074060,2390725,2420032,2420516,2430591,2435779,2539196,2539537,2539556,2551057,63949967,63953811,64295927,64415463,74112542,75021059,75021183,75036063,75036074,75348388,75348884,75509216,78726303,79082834,79082850,1315772691,1326378287,1330072371,1330083903,1659322503,1773362451,1773719943,1982449044,1982568208,1993173804,1993189180,1996879420,-604641020,-1968968440,-1968968428,-919203817,-908479429,-908479417,-908479057,2420392,64296299,75032219,1315653527,1326389819,1658845847,1658846219,1658857379,1659203339,1993174176,1993185336,-1997616811,-1987796352,-1969315020,-1968987660,-1954539025,-1854481627,-1796578930,-1664514242,-1654355522,-1654355510,-1492144701,-1492144690,-919223398,-909075249,-909075237,-461495265,-461167564,2496,77443,2073440,2400800,2400811,2420372,2435407,2539525,64276707,74108078,74424867,75021039,75031599,75497684,78725342,1640375427,1992577984,-1807064990,75032231,-1997954711,-1807053830,-1711663573,-1711663561,-1711652041,-1521963144,-1521963133,-1521605652,-1521605640,-908479418,88,2795,86712,2688139,2688151,83332376,83332748,-1997939211,-1840032981,-1840032980,-1840032651,-1807049490,-1806573330,-1206447496,-1206437266,-1206437254,-919545809,2656,82403,2078400,2554560,64430467,79191427,79191438,1330549027,1788139128,1982583584,1997344544,-1997939707,-1997478416,-1954549584,-1954549255,-1807049986,-1806588706,-1806588365,-1792289015,-1792288685,-919233968,-909402454,-461484694,-461484682,64415432,74097662,75497354,1330082942,1630232072,1630693352,1773373022,1773690152,1992265659,1996868229,1996878459,-1854481616,-1854481615,-1806737165,-1806588695,-1654355181,-919233484,-1997943551,-1968968429,-1806707870,-1806707859,-909402578,-908479088,74097538,1630228228,1658846188,1658856418,1993174145
Bolinopsis_1,19,4,1,2,59,28,17,5,6,23,20,17,20,2,2,2,2,2,4,5,4,2,1,40,17,3,2,2,6,17,12,16,2,7,23,20,15,1,5,20,2,2,2,91,23,40,2,71,44,38,4,2,54,24,2,63,40,22,7,4,2,37,69,2,42,18,39,21,21,2,2,22,45,47,2,35,1,41,36,6,1,23,39,2,2,2,6,20,49,17,68,2,12,62,33,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_2,10,8,8,1,46,7,7,2,4,19,15,15,19,0,0,0,2,1,0,3,14,0,5,29,15,0,1,1,0,3,0,5,2,6,17,19,7,5,2,15,0,0,0,76,25,22,1,55,47,22,2,0,42,22,1,60,24,18,1,0,1,24,56,1,38,19,21,20,16,0,1,7,31,36,1,29,5,37,18,4,2,19,31,0,1,1,0,14,34,10,44,1,0,44,27,15,1,6,6,3,3,6,3,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_3,11,9,10,1,49,9,9,2,4,20,16,16,20,0,0,1,1,1,0,3,16,1,6,31,16,1,1,1,0,5,0,7,1,6,18,20,8,6,2,16,0,0,0,82,28,23,1,59,53,23,2,0,45,25,1,66,25,19,1,0,1,26,62,1,42,21,22,21,17,0,1,8,33,40,1,33,6,41,19,4,2,20,33,0,1,1,0,15,37,11,47,1,0,47,31,16,1,8,8,4,4,8,4,12,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_4,10,7,7,1,46,7,5,1,4,20,15,15,20,0,0,0,2,1,0,3,13,0,4,29,15,0,1,1,0,3,0,4,2,7,18,20,7,4,1,15,0,0,0,76,24,22,1,55,46,22,2,0,42,22,1,59,25,17,1,0,1,24,56,1,37,19,21,21,16,0,1,7,31,36,1,28,4,37,17,4,3,20,31,0,1,1,0,14,34,10,44,1,0,44,27,15,1,6,6,3,3,6,3,9,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_5,5,0,0,1,22,3,0,0,0,9,7,7,9,1,1,1,1,1,2,1,0,1,0,14,7,1,1,1,1,0,0,0,1,0,9,9,3,0,0,7,1,1,1,38,10,11,1,28,18,10,2,1,22,8,1,26,10,8,1,2,1,11,23,1,16,8,8,10,8,1,1,4,15,15,1,11,0,15,7,0,0,9,15,1,1,1,0,7,17,4,20,1,1,22,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_6,29,5,2,0,39,23,4,2,2,14,13,14,14,0,0,0,0,0,23,5,8,0,2,24,14,0,0,0,21,3,0,2,0,2,11,14,11,2,2,13,0,0,0,83,26,20,0,70,43,20,0,0,66,17,0,50,23,17,0,0,0,61,44,0,35,15,20,15,14,0,0,56,27,31,0,36,2,28,21,2,0,14,25,0,0,0,28,14,38,25,36,0,53,38,30,13,0,4,4,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_7,12,0,0,0,29,10,4,2,5,14,9,9,14,0,0,0,0,0,7,2,0,0,0,18,9,0,0,0,5,2,2,4,0,8,14,14,7,0,2,9,0,0,0,54,13,19,0,44,23,19,0,0,37,10,0,34,20,10,3,0,0,26,30,0,21,10,19,15,10,0,0,19,20,19,0,17,0,19,14,5,3,14,20,0,0,0,6,9,23,10,27,0,14,29,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_8,16,0,0,0,38,14,6,2,5,17,13,12,17,0,0,0,0,0,10,3,0,0,0,25,12,0,0,0,5,2,6,6,0,8,17,17,9,0,2,12,0,0,0,70,17,24,0,57,30,24,0,0,48,13,0,44,25,13,4,0,0,33,39,0,29,13,24,18,13,0,0,22,26,26,0,24,0,25,20,5,3,17,26,0,0,0,6,13,33,13,36,0,15,39,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolinopsis_9,19,1,0,1,31,12,2,2,1,13,10,9,12,0,0,1,1,2,13,3,2,1,0,20,9,2,3,1,4,2,0,2,1,2,13,12,11,0,0,10,0,0,0,62,12,15,2,52,24,15,3,0,49,13,1,36,16,10,2,0,2,41,38,1,26,10,15,13,11,0,2,34,25,28,1,27,0,21,13,3,1,13,21,0,1,2,16,13,35,18,32,1,28,37,26,11,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
