,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78
Nematostella_68,3.054871534890288,0.4412680401434632,2.339948953808922,1.9295807057705716,3.1672491120621977,2.2190207243091375,2.835178373231263,2.7853419728345554,2.0301975940690102,2.4384826952447405,2.335593908071707,3.302944467754009,2.5300020071985188,3.127715178937288,2.6230375525629457,2.2882554608636583,2.0893676982313325,2.6059913136007915,2.2056483821115664,2.489205402224644,2.5029462338764104,2.6574798428275637,2.4805889323701176,2.517693771013212,2.6458292588937007,2.4529059533826723,2.631693245882672,2.5585279040652913,2.4722933181151374,2.6334481675350188,2.558333636501356,2.534539951449583,2.526625059584125,2.501713884395471,2.549585902223177,2.5604526413179953,2.555066561806857,2.5152820221101027,2.54394252260356,2.5180998242853088,2.560578747397746,2.534507266999825,2.544763923538886,2.5583753800935205,2.546010210891332,2.541318662126146,2.55036746566813,2.5445792501792175,2.54485304562189,2.540712281515961,2.5413676236886213,2.5417584142694,2.5417584142694007,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269402
Nematostella_69,5.53644655431906,2.6867483365832454,2.299768835994155,2.0054658267252843,2.675568155863875,2.6453843853084775,2.9686198939291937,2.48170258815034,3.3954249577229527,3.57241110314929,2.440792281272384,3.152740565946559,2.7352450510141426,2.1226318478181168,2.0994171076754666,3.0102615326151474,2.7833510156991172,2.1452333443519684,2.0974865672286738,2.990750117824714,2.480130349644055,2.0442140145072836,1.8768499263339855,3.1673349362919154,3.0341205925129864,2.8204171233229403,2.093178506749859,2.6571251038465684,2.351141061949158,2.3046467605782173,2.490294211059764,2.8348064994935576,2.413494797654544,2.5068859925335985,2.5935597702680955,2.2557899431393107,2.652882155523597,2.245975003193507,2.3488220998738694,2.300961410344509,2.470814396697544,2.531509461073082,2.4473286339967326,2.610655971450582,2.5302148176680483,2.6312892205984544,2.5400160133907232,2.525736453776177,2.541821207750102,2.55450534555121,2.5433575579912855,2.5417584142694007,2.5417584142694007,2.541758414269402,2.541758414269401,2.5417584142694007,2.5417584142694016,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694003
Nematostella_70,3.6057222520380665,2.666960000175501,2.4447373997806228,4.307530664697676,2.1944351567872094,3.57896031474559,2.367030774183892,2.9945511873950426,1.896845293955309,1.601145842549322,2.4176019677784084,3.8693054881959275,2.888817695264597,2.778140815633672,2.87078937182844,2.311785666939611,2.5157311366363504,2.0611294474964432,2.1769859046896283,2.330155364802523,2.6781894488725553,2.5721668995067906,2.438326153909427,2.2797981813498533,2.5451790798654073,2.598011391493715,2.6488194783888086,2.4670347252160276,2.499337224584644,2.6307738989828424,2.525655552567057,2.5962002184058734,2.542483290676448,2.55886301912554,2.533860598369937,2.490678702181633,2.584919682996927,2.5341156103414346,2.548135093773689,2.5231051148493493,2.512108867334869,2.5404116775918095,2.5483551435962366,2.544371318949361,2.538870927981098,2.5455368562535474,2.554229696628682,2.5456527813937098,2.5440786872286347,2.541454068371084,2.54140626779027,2.5417584142694,2.5417584142694007,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401
Nematostella_71,3.054871534890288,0.4412680401434632,2.339948953808922,1.9295807057705716,3.1672491120621977,2.2190207243091375,2.835178373231263,2.7853419728345554,2.0301975940690102,2.4384826952447405,2.335593908071707,3.302944467754009,2.5300020071985188,3.127715178937288,2.6230375525629457,2.2882554608636583,2.0893676982313325,2.6059913136007915,2.2056483821115664,2.489205402224644,2.5029462338764104,2.6574798428275637,2.4805889323701176,2.517693771013212,2.6458292588937007,2.4529059533826723,2.631693245882672,2.5585279040652913,2.4722933181151374,2.6334481675350188,2.558333636501356,2.534539951449583,2.526625059584125,2.501713884395471,2.549585902223177,2.5604526413179953,2.555066561806857,2.5152820221101027,2.54394252260356,2.5180998242853088,2.560578747397746,2.534507266999825,2.544763923538886,2.5583753800935205,2.546010210891332,2.541318662126146,2.55036746566813,2.5445792501792175,2.54485304562189,2.540712281515961,2.5413676236886213,2.5417584142694,2.5417584142694007,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269402
Nematostella_72,0.869092144551354,3.1044024262337957,3.2064695037275146,1.5658201277160089,2.9837746254362623,2.0941049326653154,2.3033693937796347,3.2928654875310164,2.966185443400363,3.0975994242512974,3.0480047013721387,2.944274710755013,2.413015146010011,2.4198397563731238,2.298440519563575,2.7204222608397717,2.64791537710099,2.3454932022838784,2.6803439258013113,2.3606457933705585,2.234835292424464,2.5536021479226014,2.702336374490036,2.548555223473868,2.3754771599575095,2.514830167923312,2.5236873149888845,2.524110725873034,2.539602142830976,2.4185379945504106,2.5723144418169945,2.5435091381048043,2.5846609221340984,2.481623741688053,2.556930674007491,2.539518106958765,2.5172526264324713,2.52468157612176,2.5333558186288387,2.5565127543000323,2.5467033419561376,2.549083637091103,2.5499537623237916,2.5391563219676745,2.5426988048499175,2.531549769123414,2.5407350855796005,2.541481543987655,2.543191234785846,2.5421138451966363,2.5425618755724626,2.541758414269403,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401
Nematostella_73,0.8645903483708346,3.0235123853014607,1.1658319250721088,3.1283609850546727,2.9351738455807586,3.085809510869612,2.095263727999652,1.8616496043570674,2.9314573980926713,2.762891526644009,3.0767405535885297,2.387428492432071,1.965202471627963,2.7982718792751737,2.498108657127113,2.587156315781473,2.5417046642234733,2.733600821230822,2.542941482559439,2.769915682141758,2.478496538871578,2.3762535955057515,2.5783727863628223,2.5047922071075406,2.3486836220745464,2.487072984130818,2.4369964614559465,2.4954623131897424,2.5272810873502394,2.472431510468647,2.5481329471943743,2.553002849181742,2.518036434363359,2.564211663121558,2.520077766788114,2.531839353895149,2.522782395909628,2.5052951198738516,2.4991401498665566,2.5593709830040448,2.532577391823993,2.5492764067634885,2.544172874254796,2.536404820572761,2.5386087183897312,2.5439274448071507,2.545796052121545,2.5416772110129324,2.5399984448024258,2.540779383901585,2.5421276636655135,2.541758414269403,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401
Nematostella_74,2.9827464348729524,0.35333815453381145,2.06382883423464,1.9678184189908285,2.803111892610662,2.397785228001418,2.711529351170271,2.415241293699999,1.6449521210451465,2.6319902955572845,2.814219445655179,2.126336784989535,2.504018983888151,2.4626266413259206,3.09054451219589,2.4732597684629756,2.851343475670046,3.0893823065079213,2.5988980170114555,2.7973142612863713,2.423176877992191,2.6633682246792625,2.416708287029972,2.547571239210219,2.646116746912126,2.4994362597914708,2.5206689284799935,2.582936794796723,2.53346702718946,2.6283163526939,2.5405961707521367,2.5323177995180304,2.5438738215222623,2.528389245125015,2.5391133761769415,2.552568134225301,2.533611835382706,2.5455434882535752,2.5468055264089964,2.518416194940676,2.5513324399642894,2.541652029180531,2.537836415056261,2.5460039531484377,2.5501144610602693,2.5430181121905098,2.5436725629962598,2.5402264843296103,2.5422086160218567,2.5415214133821014,2.541641282374116,2.5417584142694,2.5417584142694007,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269402
Nematostella_75,3.8360898876266862,2.2285776343178645,2.9923563621792835,2.5784837583897517,1.662691635111495,3.9240421875551332,1.7961422799757631,3.5417251340126805,2.0208555191136903,1.595820552178294,3.0067995169078494,3.0209538826271505,2.8277424098523145,2.0653046063935903,2.3298010458976433,2.2572562503401183,2.890799935408279,2.3427680672174236,2.5331211494307255,2.4460070653111003,2.315590075358153,2.6150929791368815,2.5104501744300527,2.375696628506852,2.4895033623597893,2.6453539097366345,2.708022745304497,2.5526094076182138,2.59756498248884,2.587721854702737,2.5701101243376447,2.6297103025894444,2.568826419900554,2.489355715985508,2.534345671728892,2.518923380352375,2.5557135266751336,2.560732043544738,2.574812568236661,2.5382736358922093,2.534136647993023,2.546710101382795,2.5551995263355805,2.5465934996839477,2.5402118385171604,2.539851304310666,2.542384356872904,2.540951672366358,2.5434135920406327,2.5439968492733427,2.542102534630947,2.5417584142694,2.5417584142694007,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007
Nematostella_76,2.9130956661233656,0.45663335259538096,2.00068806277641,2.149274124476793,2.5788332806150316,2.4156247200045438,2.714937066418651,2.2877550351241496,1.895882956529399,2.529709083106573,2.8784902227911644,2.1451776056331044,2.3982859959004994,2.307914367548331,2.108562447569105,2.4821907618438086,2.569531709396776,2.4344983623537275,2.5364276946836557,2.309184551887424,2.291535773976176,2.6111451062640776,2.35677236719503,2.4193654927079957,2.7016722400275044,2.489551430992048,2.5051964299187612,2.5589373419648345,2.5589416917074317,2.5819212434794094,2.5310506095549816,2.5075003921818206,2.5457856294333614,2.5532775447792546,2.5003017417413957,2.5339370865327737,2.5208076389238383,2.53137739093469,2.54167082500057,2.56558443034524,2.5478036775465296,2.541251167741234,2.5399664727826248,2.5440125552225683,2.540297060048101,2.542731610039313,2.544475062691859,2.5430675877109508,2.539395839053792,2.54073039406344,2.54214505687678,2.5417584142694,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_77,1.5324086437347568,2.1984248051569044,3.2709531077424665,4.463817934461404,2.466126896782928,2.128076514252207,2.6161434756481454,2.8398910110540494,2.3871990590639625,2.9676700143892734,1.9626163150660934,1.970800097040287,2.495378081364751,2.231034152801583,2.75700430155253,2.592699894792066,1.9206184601125156,2.419336098528548,2.4633666571617816,2.43475377992836,2.5731614657908075,2.3035613132515373,2.442120858145403,2.665175165414152,2.405407205416615,2.430885876883096,2.544509911692061,2.4890765661657146,2.786690198671729,2.6523028823943706,2.739357440613609,2.562734879963319,2.5916734047439407,2.379467966000328,2.55134583177432,2.544363934490089,2.493518117041133,2.5566760462766958,2.560942323943785,2.4861003438967906,2.5294112132938924,2.534128484611968,2.5425518043235313,2.538971368359344,2.544558704593713,2.5498237934452295,2.539697169445483,2.534736780602691,2.547253032404751,2.5442780795947915,2.5412192571206806,2.5417584142694,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_78,5.314598491324882,3.003463680640508,1.2328415307346459,3.613091762405718,3.129911431066409,2.821404254274694,2.6195095314393786,3.2725479342078847,3.5148351817493158,3.5747419760864005,2.9500526208323863,2.5955203638762074,2.704669124231647,2.2728304753017614,2.1949589709873845,2.4095380567483873,3.0269069480809985,2.4598830697545786,2.441769578742755,2.6710149762219793,2.2387716906573485,2.2591327078867787,2.180581576683794,3.0355298782419027,2.689368627037953,2.714345314513696,2.451993065978939,2.6475519286370184,2.218051420778927,2.371655801113098,2.717855283576532,2.6810022283410384,2.5120141169650614,2.7774756600063486,2.562869588378309,2.7104286222842044,2.2330048952881274,2.9110259385431143,2.7321759742665925,2.642049547033956,2.50834440614773,2.5802483454927065,2.5236176813358115,2.498144065697398,2.543873398685778,2.491873320685206,2.5311875841070046,2.5550997717186887,2.549190398336212,2.5379554102315196,2.540629356875943,2.5417584142694003,2.5417584142694003,2.5417584142694016,2.541758414269401,2.5417584142694007,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016,2.541758414269401,2.541758414269401,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694003
Nematostella_79,1.3776314585127363,2.404356109272366,0.4411771674407161,2.810872713599846,3.5395601569165835,2.7056294153214973,3.196321787015642,2.2309506808295874,2.1582464648551047,2.898824854019879,3.23736411110922,2.5004675619560044,2.666543013849598,2.2306306065768107,2.276981142268466,2.5504721471324547,2.4955921085781356,2.6956291424271672,2.5322933750134267,2.375271908319975,2.3247435398909113,2.5591338821071044,2.5206349930198155,2.4253250802854875,2.5798497257585487,2.402725510809032,2.409850290113232,2.481974569331071,2.5957307080286465,2.7002642658805525,2.5704936897294703,2.514460334881733,2.5564266054765175,2.5707918270104364,2.4868224127872756,2.524842262755719,2.534702374928445,2.516808343000668,2.513333636731284,2.541567712750489,2.5359343636135097,2.5463974057056764,2.542860149588607,2.536764274587326,2.5440055400748505,2.5436724497196597,2.545291104741953,2.539526011889252,2.539376803958479,2.5413096405537345,2.5422121788561505,2.5417584142694025,2.5417584142694016,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269402
Nematostella_80,3.1170576329595217,0.40093050412242714,2.2170277299705923,1.9098022861073574,3.4941835243983452,2.62891538308385,2.3769231457940094,3.712804274573778,2.1792200771434094,2.2887329147354634,2.760159889730002,2.0076914994506705,2.4970771334642965,2.3231243098040824,2.3864793458655225,2.3559881786442665,1.9226206100272567,2.5683001534299037,2.7443241826935516,3.0596863826323046,2.4423044268653964,2.3693971486940137,2.910018857921886,2.4839697421158244,2.57457538779633,2.319518237729617,2.5793967026825713,2.57232295657568,2.476056351858564,2.596644901489443,2.477423844269029,2.501545230277875,2.3829496745398377,2.676960786462138,2.4470916545334576,2.517175725005088,2.5966876442603812,2.4912211407919167,2.528841420805351,2.5679457902716045,2.540065652695188,2.559421582602873,2.5569690538545378,2.540824753579612,2.540522329655745,2.5317034908829203,2.5399690141643325,2.5435966183341208,2.542729373075372,2.5424509568744758,2.5412626001063328,2.541758414269399,2.5417584142694007,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269402
Nematostella_81,1.5324086437347568,2.1984248051569044,3.2709531077424665,4.463817934461404,2.466126896782928,2.128076514252207,2.6161434756481454,2.8398910110540494,2.3871990590639625,2.9676700143892734,1.9626163150660934,1.970800097040287,2.495378081364751,2.231034152801583,2.75700430155253,2.592699894792066,1.9206184601125156,2.419336098528548,2.4633666571617816,2.43475377992836,2.5731614657908075,2.3035613132515373,2.442120858145403,2.665175165414152,2.405407205416615,2.430885876883096,2.544509911692061,2.4890765661657146,2.786690198671729,2.6523028823943706,2.739357440613609,2.562734879963319,2.5916734047439407,2.379467966000328,2.55134583177432,2.544363934490089,2.493518117041133,2.5566760462766958,2.560942323943785,2.4861003438967906,2.5294112132938924,2.534128484611968,2.5425518043235313,2.538971368359344,2.544558704593713,2.5498237934452295,2.539697169445483,2.534736780602691,2.547253032404751,2.5442780795947915,2.5412192571206806,2.5417584142694,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_82,1.5324086437347568,2.1984248051569044,3.2709531077424665,4.463817934461404,2.466126896782928,2.128076514252207,2.6161434756481454,2.8398910110540494,2.3871990590639625,2.9676700143892734,1.9626163150660934,1.970800097040287,2.495378081364751,2.231034152801583,2.75700430155253,2.592699894792066,1.9206184601125156,2.419336098528548,2.4633666571617816,2.43475377992836,2.5731614657908075,2.3035613132515373,2.442120858145403,2.665175165414152,2.405407205416615,2.430885876883096,2.544509911692061,2.4890765661657146,2.786690198671729,2.6523028823943706,2.739357440613609,2.562734879963319,2.5916734047439407,2.379467966000328,2.55134583177432,2.544363934490089,2.493518117041133,2.5566760462766958,2.560942323943785,2.4861003438967906,2.5294112132938924,2.534128484611968,2.5425518043235313,2.538971368359344,2.544558704593713,2.5498237934452295,2.539697169445483,2.534736780602691,2.547253032404751,2.5442780795947915,2.5412192571206806,2.5417584142694,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_83,1.5324086437347568,2.1984248051569044,3.2709531077424665,4.463817934461404,2.466126896782928,2.128076514252207,2.6161434756481454,2.8398910110540494,2.3871990590639625,2.9676700143892734,1.9626163150660934,1.970800097040287,2.495378081364751,2.231034152801583,2.75700430155253,2.592699894792066,1.9206184601125156,2.419336098528548,2.4633666571617816,2.43475377992836,2.5731614657908075,2.3035613132515373,2.442120858145403,2.665175165414152,2.405407205416615,2.430885876883096,2.544509911692061,2.4890765661657146,2.786690198671729,2.6523028823943706,2.739357440613609,2.562734879963319,2.5916734047439407,2.379467966000328,2.55134583177432,2.544363934490089,2.493518117041133,2.5566760462766958,2.560942323943785,2.4861003438967906,2.5294112132938924,2.534128484611968,2.5425518043235313,2.538971368359344,2.544558704593713,2.5498237934452295,2.539697169445483,2.534736780602691,2.547253032404751,2.5442780795947915,2.5412192571206806,2.5417584142694,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_84,1.5324086437347568,2.1984248051569044,3.2709531077424665,4.463817934461404,2.466126896782928,2.128076514252207,2.6161434756481454,2.8398910110540494,2.3871990590639625,2.9676700143892734,1.9626163150660934,1.970800097040287,2.495378081364751,2.231034152801583,2.75700430155253,2.592699894792066,1.9206184601125156,2.419336098528548,2.4633666571617816,2.43475377992836,2.5731614657908075,2.3035613132515373,2.442120858145403,2.665175165414152,2.405407205416615,2.430885876883096,2.544509911692061,2.4890765661657146,2.786690198671729,2.6523028823943706,2.739357440613609,2.562734879963319,2.5916734047439407,2.379467966000328,2.55134583177432,2.544363934490089,2.493518117041133,2.5566760462766958,2.560942323943785,2.4861003438967906,2.5294112132938924,2.534128484611968,2.5425518043235313,2.538971368359344,2.544558704593713,2.5498237934452295,2.539697169445483,2.534736780602691,2.547253032404751,2.5442780795947915,2.5412192571206806,2.5417584142694,2.541758414269401,2.5417584142694007,2.5417584142694016,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_85,0.47473932820272724,3.4895868123295752,2.493594217195322,3.5723738694108955,2.889174758328193,2.1178223859515652,2.7475406200318933,2.829816594294241,2.14096574015601,2.832857094747873,1.9033839550250908,2.131502572726236,2.4835809020604014,2.2400761930432913,2.5901300326194576,2.570198644074001,2.201522964667515,2.2619493034540517,2.5618913630671667,2.7722155996257807,2.5589209604595577,2.311191857524582,2.466270321757115,2.435703642763256,2.6507307560257494,2.7031080727382304,2.6839493933543546,2.527174248645765,2.622716643860876,2.6326345884516904,2.7567956379103156,2.6515155466637546,2.6093607056052828,2.4257367813984287,2.598352996100804,2.553910773595784,2.5415893823253763,2.583208529549968,2.5975975667300992,2.517719186982161,2.5413261564375245,2.524511719616036,2.5499324423361167,2.553397177361821,2.5371330524411593,2.5446482614131933,2.5362805531790187,2.5375812622052014,2.547534950098929,2.5443729180314163,2.5407968492001682,2.541758414269403,2.5417584142694016,2.5417584142694007,2.541758414269401,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_86,0.47473932820272724,3.4895868123295752,2.493594217195322,3.5723738694108955,2.889174758328193,2.1178223859515652,2.7475406200318933,2.829816594294241,2.14096574015601,2.832857094747873,1.9033839550250908,2.131502572726236,2.4835809020604014,2.2400761930432913,2.5901300326194576,2.570198644074001,2.201522964667515,2.2619493034540517,2.5618913630671667,2.7722155996257807,2.5589209604595577,2.311191857524582,2.466270321757115,2.435703642763256,2.6507307560257494,2.7031080727382304,2.6839493933543546,2.527174248645765,2.622716643860876,2.6326345884516904,2.7567956379103156,2.6515155466637546,2.6093607056052828,2.4257367813984287,2.598352996100804,2.553910773595784,2.5415893823253763,2.583208529549968,2.5975975667300992,2.517719186982161,2.5413261564375245,2.524511719616036,2.5499324423361167,2.553397177361821,2.5371330524411593,2.5446482614131933,2.5362805531790187,2.5375812622052014,2.547534950098929,2.5443729180314163,2.5407968492001682,2.541758414269403,2.5417584142694016,2.5417584142694007,2.541758414269401,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
Nematostella_87,0.47473932820272724,3.4895868123295752,2.493594217195322,3.5723738694108955,2.889174758328193,2.1178223859515652,2.7475406200318933,2.829816594294241,2.14096574015601,2.832857094747873,1.9033839550250908,2.131502572726236,2.4835809020604014,2.2400761930432913,2.5901300326194576,2.570198644074001,2.201522964667515,2.2619493034540517,2.5618913630671667,2.7722155996257807,2.5589209604595577,2.311191857524582,2.466270321757115,2.435703642763256,2.6507307560257494,2.7031080727382304,2.6839493933543546,2.527174248645765,2.622716643860876,2.6326345884516904,2.7567956379103156,2.6515155466637546,2.6093607056052828,2.4257367813984287,2.598352996100804,2.553910773595784,2.5415893823253763,2.583208529549968,2.5975975667300992,2.517719186982161,2.5413261564375245,2.524511719616036,2.5499324423361167,2.553397177361821,2.5371330524411593,2.5446482614131933,2.5362805531790187,2.5375812622052014,2.547534950098929,2.5443729180314163,2.5407968492001682,2.541758414269403,2.5417584142694016,2.5417584142694007,2.541758414269401,2.5417584142694016,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694007,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.541758414269401,2.5417584142694016
