inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50
"InChI=1S/C10H19N5O/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)",1.651349944,2.513158667,3.879439258,4.159989952,3.467920495,3.165783713,2.69937612,2.632808192,2.704546923,4.790600203,3.667356176,3.585295988,2.716728797,3.222347608,3.251925522,3.307742761,2.736535818,2.91831604,2.696761031,2.66408327,3.257482257,2.651603279,3.157271599,2.885661923,2.642970138,3.098607749,3.226863911,3.105247325,2.84029456,2.906017248,3.05071989,3.028297362,2.957325997,2.804424233,2.65930491,2.883013811,3.171938026,3.074836739,2.849729434,2.881417804,2.971131229,3.057011211,2.856833481,2.898561788,2.977185292,2.956749351,2.765462993,3.012313436,2.822607848,3.177220537
"InChI=1S/C10H19N5S/c1-6(2)11-8-13-9(12-7(3)4)15-10(14-8)16-5/h6-7H,1-5H3,(H2,11,12,13,14,15)",1.565549691,2.505314401,3.828954337,4.013318806,3.480646529,3.187097976,2.667829446,2.503580637,2.751325881,4.682799724,3.542817867,3.609295897,2.575453615,3.240705739,3.294410196,3.283244559,2.665134665,2.740698609,2.613839206,2.391571716,3.257642504,2.697924717,3.250295026,2.885922015,2.634173839,2.939172749,3.444967566,3.001436376,2.832914298,2.964888686,3.059294792,2.890985961,2.95739224,3.139628829,2.710484311,2.920961454,3.058275569,3.293240298,2.788423555,2.997119027,3.042898727,3.254353824,2.800063729,3.034936651,3.007607786,3.109004167,2.84901397,2.98048546,2.874305764,3.139994861
"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)",2.013965892,2.631918461,2.809110841,3.295528434,3.388139875,2.878276671,3.194399707,3.040712658,2.774972428,2.816114502,3.176108593,3.26956825,3.178732076,3.005149439,3.237207138,3.119458348,2.79785097,2.597364686,3.363992513,3.088593303,3.303645682,3.261493029,3.01905142,2.935733297,3.269376797,2.911967506,2.792669722,2.577889407,3.180693426,3.095179143,2.800980298,3.191544943,2.817726957,2.884721634,3.174546729,2.790973925,3.126006004,2.848901245,3.36147039,2.761976411,2.846443204,3.21415337,2.961883895,2.815085504,3.252452885,2.857646608,3.082670244,3.189658024,2.843130701,3.243949712
"InChI=1S/C15H21NO4/c1-10-7-6-8-11(2)14(10)16(13(17)9-19-4)12(3)15(18)20-5/h6-8,12H,9H2,1-5H3",1.977390733,3.207342178,3.038818843,3.483220571,2.739379997,1.681327884,3.360148245,3.851835516,3.111967535,3.003275624,3.077731021,3.022339359,2.900101257,2.732666753,3.062695237,3.21704033,2.757782841,3.104449113,3.255862624,3.225436607,3.590567914,2.84664826,3.155564129,3.13572831,3.108933808,2.715407309,2.859312792,2.923882464,3.032196461,2.168817543,2.969651873,3.135025159,3.302107727,3.733655236,2.797782235,2.567057056,3.384732076,2.73421806,2.977755987,3.173272222,2.6821854,2.95597717,2.789808938,3.020717946,3.017678393,3.043649664,2.945150069,3.141055234,3.015986792,2.811598533
"InChI=1S/C12H16N2O3/c1-3-13-11(15)9(2)17-12(16)14-10-7-5-4-6-8-10/h4-9H,3H2,1-2H3,(H,13,15)(H,14,16)",1.908860915,2.749430052,2.965518595,3.312390208,3.391797075,2.140014784,3.525608394,2.84363805,2.700194533,3.227850266,3.20792057,3.001066227,2.912155834,3.274387025,3.121828243,2.874912323,2.834300573,3.497474281,3.190950045,3.310953638,3.227877365,2.422827321,3.092983139,3.220713954,2.816685091,3.20555097,2.804185895,2.920406033,3.053992186,3.131768759,2.857698936,3.177692678,2.967788454,2.808065195,3.147204164,3.120943824,2.970443889,2.807954622,3.102960528,2.862621296,3.17044643,2.856583598,2.838269614,3.203247807,2.939836989,2.935862106,3.030330138,2.828719538,2.781643012,3.095926748
"InChI=1S/C12H14ClNO2/c1-12(2)8-16-14(11(12)15)7-9-5-3-4-6-10(9)13/h3-6H,7-8H2,1-2H3",2.121020386,2.585254697,3.264341962,2.920053944,3.079933435,2.398377091,2.796269409,2.994857236,3.030874532,2.735584335,2.907173077,3.158364623,2.709677729,2.980149045,2.68374627,2.867736739,2.912012597,3.220178843,2.948763379,2.957302058,2.425555829,3.143407021,3.193666111,2.710399588,3.270981022,2.999118644,2.852020268,3.042064284,2.974996897,2.984455417,3.06299802,2.974707869,2.992407818,2.759652817,2.979444722,2.932560443,3.098091459,3.168584429,3.046850956,2.992031236,2.996876453,3.001338116,3.068313905,3.074634478,3.260015411,2.938169271,2.861681867,2.919915376,2.881056942,3.075701203
"InChI=1S/C16H16N2O4/c1-2-21-15(19)18-13-9-6-10-14(11-13)22-16(20)17-12-7-4-3-5-8-12/h3-11H,2H2,1H3,(H,17,20)(H,18,19)",2.497094216,2.539446611,3.435816793,3.483194379,2.943207811,1.840046244,3.513132355,2.57663717,2.330060343,2.562144886,3.358875445,3.061019492,3.124496214,3.315451155,3.558859087,3.080544894,3.33658792,4.094173696,2.76065722,3.573559547,3.025046981,2.474205855,2.617571778,3.295210165,2.482075083,3.221392981,2.697591678,2.907547688,3.236830293,3.247762069,2.666536137,3.282606228,3.030999884,2.718595924,3.125510779,3.093322777,3.117424622,2.582145863,2.916847853,2.776299456,3.095243671,2.755389036,2.881179604,3.406035374,2.867457445,2.954694098,2.979147313,2.839828249,2.883154304,3.236488195
"InChI=1S/C15H12F3NO4/c1-9(14(20)21)22-11-3-5-12(6-4-11)23-13-7-2-10(8-19-13)15(16,17)18/h2-9H,1H3,(H,20,21)",2.932321913,2.503620202,2.876284464,3.0792602,2.819498673,2.712118906,2.798579724,2.768744653,2.622270934,2.446178283,3.566624825,3.330620981,3.456638632,2.909214661,2.642084582,3.180711372,3.265331164,3.224750544,2.750335854,2.93445763,3.082198053,3.129760341,3.096188259,2.94563891,2.909682089,2.715137565,2.810773672,2.781659281,3.362832798,2.757785778,2.566607555,3.448021217,3.247883431,2.743792583,2.971826885,3.043350594,2.924345195,3.036851634,2.956382149,2.783328416,2.893295468,3.144775066,3.260124609,2.928970477,2.907616123,2.919834897,3.113311044,3.208701115,3.051213744,3.160867623
"InChI=1S/C14H15N3/c1-10-9-13(11-7-8-11)17-14(15-10)16-12-5-3-2-4-6-12/h2-6,9,11H,7-8H2,1H3,(H,15,16,17)",2.098163818,1.903004912,4.117858305,3.384689874,3.212018776,3.181837174,2.509747566,2.499884204,2.903841572,2.953163299,2.993686228,3.352474299,2.662058493,3.775639682,3.458177515,3.328469632,3.034989361,2.741447822,2.776135602,3.079558804,3.395627316,2.894718889,3.182748656,2.767386092,3.322814909,3.415426944,3.020747126,3.25552048,3.227064026,2.852536394,2.684964406,2.934053564,3.298189186,3.145010829,3.142647847,2.828740052,2.884779904,3.031336742,2.774113337,3.009177387,2.838046703,3.103640592,2.881645482,3.292914375,2.815743689,3.025410494,2.68818874,2.797115473,3.686446506,2.918605239
"InChI=1S/C11H12O5/c12-7-3-6(11(15)16)4-8(13)9(7)10(14)5-1-2-5/h5-6,14H,1-4H2,(H,15,16)",2.453308238,2.960936906,2.809478326,2.320096015,3.243904482,2.866160378,3.012376438,3.59577308,2.433051778,2.645346819,2.83965449,3.756172438,2.825856981,2.618657814,2.862200852,3.339692307,2.649563564,3.0695031,3.148371452,2.898109969,2.466661512,3.48499532,3.094092761,2.383901956,2.98603907,3.246134817,2.984897253,2.951389991,2.981449468,3.054457457,2.98504883,3.060913344,3.090855765,3.0444728,2.876168543,2.825339992,2.841600496,2.940506865,2.914455438,2.894141386,3.281935211,2.981025441,3.280899224,2.976274587,2.774794021,2.775411343,2.808476107,2.425099216,3.147254352,2.922811278
"InChI=1S/C13H16O5/c1-2-18-13(17)8-5-9(14)11(10(15)6-8)12(16)7-3-4-7/h7-8,16H,2-6H2,1H3",2.568366591,3.12875393,2.79422304,2.382583926,3.181800041,2.767670434,2.807505522,3.605057641,2.491320473,2.691103082,2.900366553,3.90517313,2.929256731,2.736330695,2.895917666,3.234588225,2.663575018,3.11885372,3.255846669,2.899540743,2.441961227,3.442961828,3.079708666,2.530782301,3.007796597,3.223797956,3.015472843,2.95370445,2.898304617,2.9963169,3.029811975,3.122757864,3.195082076,3.053065776,2.928222226,2.912500922,2.952176627,2.89906929,2.892328422,2.746920753,3.294093375,2.977338308,3.277802782,3.074513095,2.818444136,2.812056719,2.966073296,2.375973811,3.091314952,2.92674107
"InChI=1S/C18H19NO4/c1-13-8-4-7-11-16(13)23-12-14-9-5-6-10-15(14)17(19-22-3)18(20)21-2/h4-11H,12H2,1-3H3",2.978484216,2.536070887,2.694007167,2.882418114,2.363276185,2.32999261,3.037764702,2.625866842,2.943755121,2.6871505,3.245348375,3.743370934,3.370962657,3.126480474,2.723929208,2.550427071,3.405174556,3.037076586,2.436939889,3.065631497,2.996483999,3.012915068,2.899608843,2.737142027,2.686300521,2.936833118,2.816718975,3.26618872,3.039338529,2.855136682,2.873175774,3.095847195,3.083325367,2.827975301,2.680907628,3.129800266,3.022291408,2.975315249,3.203600136,3.078036721,3.006592633,3.116732057,2.903701173,2.962528099,3.165448976,2.976147191,3.191581567,2.804580326,2.961940727,2.73211518
"InChI=1S/C8H10N2O4S/c1-14-8(11)10-15(12,13)7-4-2-6(9)3-5-7/h2-5H,9H2,1H3,(H,10,11)",1.876379233,2.776355463,2.783921365,3.256443447,3.25548185,2.42818325,3.18145885,2.454546926,2.586271526,2.887123083,2.927702709,3.146284741,3.10881143,2.651142351,3.542376425,2.679607622,2.361002959,2.772402348,3.077279931,3.135522968,3.077652953,2.87883542,2.972208102,3.155950827,3.01879457,2.926855673,2.813151976,2.936241864,3.002604199,3.368084086,2.959537174,3.0082887,2.922772562,3.004203191,3.226416542,3.062905563,2.962790065,2.892230553,2.953992442,3.075114168,3.062821,2.915466112,2.947936059,2.826801047,2.873523182,2.948299861,2.957940302,3.116937695,2.903573096,3.092653324
"InChI=1S/C9H17N5O/c1-5-10-7-12-8(11-6(2)3)14-9(13-7)15-4/h6H,5H2,1-4H3,(H2,10,11,12,13,14)",1.651460801,2.517701057,3.813423509,4.161501672,3.447956086,3.180058626,2.69982921,2.588662364,2.714257675,4.675915201,3.631424409,3.573650753,2.717621072,3.255192779,3.271421846,3.272654085,2.818305628,2.874183726,2.90801182,2.609562175,3.083135928,2.587028263,3.055443267,2.894988883,2.655347069,3.115786298,3.311341954,3.094923052,2.855970046,2.927593314,3.041461634,3.121975796,2.972484218,2.884533949,2.81289128,2.898595306,3.14394805,2.787707766,2.958729834,2.893682649,2.992940691,3.003811946,2.934180533,2.965377833,3.026265671,2.896761641,3.003563933,2.898681611,2.785307481,3.083952766
"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",1.760706939,2.608364507,2.984483918,3.286064844,3.206409905,2.373038491,3.032785997,2.582799678,2.82484531,3.342425112,3.100210054,3.032134831,2.854317013,2.953925171,3.320980705,3.056907349,2.847797063,3.127679059,3.14746977,3.308104353,3.206391656,2.73317778,3.066164664,3.011989036,3.030240647,3.228390357,2.907671391,2.808865381,3.046860681,3.110252007,2.890451409,3.135149265,2.834879754,2.9546313,3.053291726,2.995189319,2.972213711,2.946711147,3.102266346,3.028283472,3.014871218,2.81664544,2.946536637,2.98428321,2.788367992,2.983407279,2.901441616,2.950965163,2.968528745,2.963748057
"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",1.566260885,2.617126346,2.918783429,3.312446594,3.294951428,2.524168235,2.816509407,3.027658729,3.279646463,3.519351139,2.580385892,2.860548597,3.088900497,2.8798793,3.501988353,3.315590883,3.107440122,3.259020724,2.928243808,3.076210564,3.220438791,2.856701227,2.891706735,3.064196821,2.912607287,3.105573668,2.895829234,3.0177986,3.2203874,3.209550962,2.986689756,3.215223987,2.881883051,3.028347179,3.088534121,3.144223584,3.070483761,3.026866534,3.018540082,3.019804095,2.862025139,2.871392469,3.072172184,2.978887696,2.698552298,3.037659389,2.77528911,3.025372075,3.16332259,3.009587264
"InChI=1S/C12H6F2N2O2/c13-12(14)17-10-3-1-2-8(11(10)18-12)9-6-16-5-7(9)4-15/h1-3,5-6,16H",3.043716685,1.958068067,3.374964133,2.768070106,3.055819534,3.145941838,2.398903367,2.952207375,3.355542221,2.356023698,3.510804561,2.90381572,3.132187058,3.308215381,2.814725488,2.767497266,2.72694539,2.825627247,3.091276973,2.97481988,2.9550472,2.827367166,3.304143432,3.208394341,2.883269375,3.176777854,2.983111524,2.677387868,3.262186103,3.103371277,3.049489172,2.711988175,2.773873317,2.905696834,3.306476712,2.422535681,3.081114943,3.011355963,2.877561933,3.263261048,3.114241511,2.836830743,2.892281068,3.307011764,3.082696256,2.741081182,2.8181724,3.117120983,2.824929238,3.124499749
"InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3",2.350832814,2.263504807,2.734338,2.507895325,3.007234159,2.455724923,2.853890473,2.436142721,3.045887099,2.890007679,2.99907927,3.075999957,2.913848588,3.271175236,2.475675808,3.360047799,2.722361487,2.983729587,2.628038172,3.162469314,2.694394793,3.14424466,3.066275055,2.878448832,3.185618423,2.95447065,2.97996916,3.025459341,2.950959572,2.881646894,2.961291569,2.990200625,3.002239571,2.965491334,2.89381567,2.941440986,2.991964015,2.995680191,2.776811042,2.878627991,3.106074742,2.75624376,2.932294685,2.881026481,2.852549388,2.934275855,3.098956077,3.039961372,3.020226342,3.132752873
"InChI=1S/C6H5N3/c1-2-4-6-5(3-1)7-9-8-6/h1-4H,(H,7,8,9)",1.971815754,1.981754569,3.24661579,2.756097556,3.467593212,3.389295133,2.424261853,2.884204031,3.288984667,2.587778729,2.548859954,2.788472604,3.403344821,3.148993697,2.738255552,2.712570603,2.840914073,3.300968594,2.849636328,2.759329486,2.951883416,2.953937809,2.905558324,3.00015993,2.788282031,2.915927628,3.089273304,2.849485183,2.903417742,3.011377983,2.95687754,2.961214497,3.094871523,2.910633475,2.794940075,2.854397709,3.035868542,3.085930886,3.134110535,3.076894289,2.960003122,2.901098867,3.033367497,3.037670702,3.021814228,3.019328725,3.024822324,2.969734009,2.840181113,2.905760446
"InChI=1S/C7H7N3/c1-5-2-3-6-7(4-5)9-10-8-6/h2-4H,1H3,(H,8,9,10)",2.006303658,2.005671241,3.251940943,2.749260714,3.425896327,3.394404387,2.429344124,2.882477328,3.297144008,2.686943959,2.605711203,2.766741823,3.431233158,3.109104117,2.748451341,2.772482534,2.837096265,3.293662264,2.873372417,2.811558272,2.92832008,3.036446339,2.904579956,3.039644172,2.829329699,2.816922079,3.166055614,2.760767532,2.909633342,2.974059054,2.987969892,2.886347588,3.036557793,2.960316569,2.883101754,2.801832372,3.119161435,3.129974719,3.032809807,2.978768138,2.999393384,2.816752507,3.113918325,3.007828051,2.933041656,2.956868719,3.083658729,3.02394296,2.880322412,2.945034689
"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",2.646598889,2.294652156,3.101344006,2.707474202,2.879126379,2.477339114,2.647387961,2.874836781,3.286937397,2.644314937,3.266460196,2.750803439,2.92952786,3.265716488,2.4577221,2.840744344,2.392835068,3.157185967,2.905486565,2.766985708,3.081956704,2.914333197,2.76425043,2.864260291,2.692434203,3.084750953,3.068579507,2.907874737,3.01768505,2.48661977,2.993341561,3.126913899,3.054023612,2.832206711,2.642569079,3.346013714,3.211894782,3.008943955,3.003131108,3.022299119,3.192210265,3.077267343,2.972509866,2.890692993,3.223934219,3.177010548,2.831789479,3.146732396,3.071311677,3.001954291
"InChI=1S/C10H10N4O2S/c11-8-2-4-9(5-3-8)17(15,16)14-10-12-6-1-7-13-10/h1-7H,11H2,(H,12,13,14)",1.866736714,2.172481755,3.703575764,3.644361802,3.213984157,2.992079372,2.730110885,2.28394193,2.595696169,2.689695812,2.730235499,3.395670078,3.032523549,3.081929837,3.553727403,2.890330703,2.373305001,2.682773323,2.705752796,3.001518716,2.969452283,3.202022637,2.825114617,2.818390656,3.16880775,2.744322075,2.941745973,2.832507401,3.018835095,3.170482784,2.812772284,3.027246796,3.29628249,3.159620923,3.073863224,2.914178782,2.890163328,2.833548727,2.795079501,2.899947556,2.896898158,3.062581941,3.081967091,2.892938501,2.982876296,2.894254603,2.902587726,3.118705583,3.189394963,3.065363083
"InChI=1S/C12H14N4O2S/c1-8-7-9(2)15-12(14-8)16-19(17,18)11-5-3-10(13)4-6-11/h3-7H,13H2,1-2H3,(H,14,15,16)",1.886209747,2.191297322,3.812299626,3.700205794,3.182178888,2.998786181,2.706032483,2.295038455,2.591403141,2.817926169,2.782908388,3.421396918,3.067833487,3.133385118,3.587608934,2.926805586,2.367164109,2.70244342,2.666324634,3.078347404,3.021764404,3.251476211,2.883826898,2.819156845,3.211237876,2.686078752,3.021832791,2.840121609,3.008521182,3.127633888,2.848040628,2.949568724,3.288515044,3.166915179,3.117218118,2.913149959,2.968721098,2.915916683,2.773972692,2.87964558,2.907975627,3.065192759,3.098091459,2.950809469,2.966010387,2.951193276,2.86171141,3.091907991,3.384226517,3.031971143
"InChI=1S/C12H14N4O4S/c1-19-11-7-10(14-12(15-11)20-2)16-21(17,18)9-5-3-8(13)4-6-9/h3-7H,13H2,1-2H3,(H,14,15,16)",2.247794521,2.410238537,3.952771741,3.957521921,2.851960948,2.835763023,2.807876299,2.250463525,2.23537099,2.681830079,3.167688909,3.316307088,3.455296168,2.670628348,3.598870058,2.774711048,2.936524452,3.156840711,2.659759901,3.366179522,3.060055353,3.317068902,2.67340618,3.026199427,3.114576294,2.673793961,2.813327143,2.995893646,3.036843907,3.28522939,2.819097492,3.203972042,3.048570997,3.165787142,3.017104513,3.064394827,3.014901206,2.647844295,2.865506744,2.729877868,2.847373134,3.051188346,3.051788701,2.618382863,2.932402535,2.894551394,2.85235537,3.195533227,3.09464367,3.153708683
"InChI=1S/C9H9N3O2S2/c10-7-1-3-8(4-2-7)16(13,14)12-9-11-5-6-15-9/h1-6H,10H2,(H,11,12)",1.854626712,2.31788592,3.371124625,3.319517489,3.157281896,2.670056906,2.86409351,2.24458582,2.579061584,2.537065867,2.725914565,3.266050446,2.934622172,2.838394495,3.548870968,2.684108836,2.284151272,2.808112021,2.724718532,2.91430017,2.719025972,3.158639135,2.804051408,2.895719174,3.12633206,2.717147443,2.955223956,2.792614687,2.998402528,3.337795513,2.856585666,2.931801794,3.196977795,3.466439145,3.242894521,2.956874866,2.929803853,3.090567237,2.762245596,3.061040156,3.069558949,3.161062208,2.977694861,2.926250214,2.946293889,3.070125763,3.022490446,3.197432645,3.060737936,3.069630683
"InChI=1S/C46H77NO17/c1-13-33-30(22-58-45-42(57-12)41(56-11)37(52)26(5)60-45)18-23(2)14-15-31(49)24(3)19-29(16-17-48)39(25(4)32(50)20-34(51)62-33)64-44-38(53)36(47(9)10)40(27(6)61-44)63-35-21-46(8,55)43(54)28(7)59-35/h14-15,17-18,24-30,32-33,35-45,50,52-55H,13,16,19-22H2,1-12H3",7.619232745,5.854440978,3.589816764,4.104579759,4.654746994,1.560591305,2.097300051,4.177544962,3.477482123,3.065329892,3.22987605,4.026268223,3.526736569,3.054554695,3.497312534,2.589610461,3.045836464,3.407846775,2.458575744,2.785391962,2.532786804,3.542915172,3.704813762,3.784609154,3.950929099,3.50349375,3.169440969,3.187386179,2.890539082,3.069746841,2.709653633,2.75571365,3.12577943,3.479249052,2.585548972,2.510777071,3.341857356,2.31591553,2.706784576,2.568836135,3.540723602,3.115620251,2.780384499,2.63880663,3.078498695,3.051402392,2.636057662,2.703745251,3.12680708,2.65033748
"InChI=1S/C38H72N2O12/c1-15-27-38(10,46)31(42)24(6)40(13)19-20(2)17-36(8,45)33(52-35-29(41)26(39(11)12)16-21(3)48-35)22(4)30(23(5)34(44)50-27)51-28-18-37(9,47-14)32(43)25(7)49-28/h20-33,35,41-43,45-46H,15-19H2,1-14H3",6.059915949,5.368765836,4.243526032,4.208785914,3.932884645,1.359550269,2.314785382,4.13590993,3.908594556,3.302906136,3.298871055,3.422786308,3.054145016,2.946903468,2.918546999,2.267959997,3.364661351,3.260472381,2.038994256,2.895378649,2.586032674,3.788830196,3.191354476,4.046292067,4.300842633,3.73070113,3.864516766,3.022401969,3.010071917,2.700890864,2.917396559,2.655500192,2.772847958,2.99597121,3.078081994,2.639616739,3.080752612,2.404336049,2.666072196,3.224499747,3.188288191,3.541863832,3.006306349,3.053187282,3.100554148,3.112831104,2.844310012,2.926535776,3.149258499,2.968207721
"InChI=1S/C12H14N2O2/c1-2-12(9-6-4-3-5-7-9)10(15)13-8-14-11(12)16/h3-7H,2,8H2,1H3,(H,13,15)(H,14,16)",2.186716285,2.291726586,3.444719654,3.169685624,3.290216117,2.750075312,3.145351062,2.701443393,2.880037949,3.14052069,3.098743763,3.174776312,2.818233642,3.366397106,2.543595118,3.025548697,2.901128401,3.262463867,2.808041473,3.197144216,2.475129079,2.890363691,3.008131861,2.840447739,3.127058281,3.166739143,3.052802051,3.108578267,2.909093097,3.027634107,2.912014838,3.147413343,3.184452055,2.675283795,2.989213973,3.066037996,2.815991751,2.784961233,3.04065366,2.986245856,3.115092658,3.083624102,2.879339882,2.862493929,3.136062272,2.91357559,3.085057618,2.854799407,3.231256105,2.988621459
"InChI=1S/C6H9N3O3/c1-5-7-4-6(9(11)12)8(5)2-3-10/h4,10H,2-3H2,1H3",1.609308853,2.596407697,3.253672556,3.684320793,3.491489422,3.26375251,2.77087212,2.957592363,3.287327729,3.379012748,2.5749672,2.835096396,3.260858404,2.734278703,3.028676371,3.027591949,3.2049614,2.666267919,3.290897439,2.891864998,3.015279047,3.113880368,3.01133675,3.073082613,3.164212802,2.844462211,2.884691607,3.019821567,3.200809112,2.777089132,2.915240665,2.809754219,3.139594416,3.109237164,3.016984721,3.031601899,2.80744654,3.170190764,3.19512847,3.02286265,3.149485285,2.865133755,2.986933145,3.207007346,3.112820601,3.08865214,2.928653526,2.918692005,2.848108336,2.78621481
"InChI=1S/C14H18N4O3/c1-19-10-5-8(6-11(20-2)12(10)21-3)4-9-7-17-14(16)18-13(9)15/h5-7H,4H2,1-3H3,(H4,15,16,17,18)",2.824720422,2.094668,3.227307275,3.686199644,2.907748686,2.705077599,2.227269815,2.642389601,2.865052813,3.780597617,4.145617641,3.076769257,3.437146174,3.216042376,3.26207953,3.205537817,2.735957254,2.835707204,2.907432315,3.198715944,2.790828829,3.328929687,2.585845877,2.160308079,2.93641917,3.218410915,3.122171708,3.07800817,2.818306583,2.837983616,2.879568061,2.974672645,3.282276531,3.084036627,2.903803511,2.584167716,3.091858293,3.019172681,3.0856915,3.163006575,2.843510029,3.000183051,2.824157697,2.984273858,2.93297322,3.021293575,2.934869498,2.960669514,3.058320258,2.847526549
