inchi,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100,PC101,PC102,PC103,PC104,PC105,PC106,PC107,PC108,PC109,PC110,PC111,PC112,PC113,PC114,PC115,PC116,PC117,PC118,PC119,PC120,PC121,PC122,PC123,PC124,PC125,PC126,PC127,PC128,PC129,PC130,PC131,PC132,PC133,PC134,PC135,PC136,PC137,PC138,PC139,PC140,PC141,PC142,PC143,PC144,PC145,PC146,PC147,PC148,PC149,PC150,PC151,PC152,PC153,PC154,PC155,PC156,PC157,PC158,PC159,PC160,PC161,PC162,PC163,PC164,PC165,PC166,PC167,PC168,PC169,PC170,PC171,PC172,PC173,PC174,PC175,PC176,PC177,PC178,PC179,PC180,PC181,PC182,PC183,PC184,PC185,PC186,PC187,PC188,PC189,PC190,PC191,PC192,PC193,PC194,PC195,PC196,PC197,PC198,PC199,PC200,PC201,PC202,PC203,PC204,PC205,PC206,PC207,PC208,PC209,PC210,PC211,PC212,PC213,PC214,PC215,PC216,PC217,PC218,PC219,PC220,PC221,PC222,PC223,PC224,PC225,PC226,PC227,PC228,PC229,PC230,PC231,PC232,PC233,PC234,PC235,PC236,PC237,PC238,PC239,PC240,PC241,PC242,PC243,PC244,PC245,PC246,PC247,PC248,PC249,PC250,PC251,PC252,PC253,PC254,PC255,PC256,PC257,PC258,PC259,PC260,PC261,PC262,PC263,PC264,PC265,PC266,PC267,PC268,PC269,PC270,PC271,PC272,PC273,PC274,PC275,PC276,PC277,PC278,PC279,PC280,PC281,PC282,PC283,PC284,PC285,PC286,PC287,PC288,PC289,PC290,PC291,PC292,PC293,PC294,PC295,PC296,PC297,PC298,PC299,PC300,PC301,PC302,PC303,PC304,PC305,PC306,PC307,PC308,PC309,PC310,PC311,PC312,PC313,PC314,PC315,PC316,PC317,PC318,PC319,PC320,PC321,PC322,PC323,PC324,PC325,PC326,PC327,PC328,PC329,PC330,PC331,PC332,PC333,PC334,PC335,PC336,PC337,PC338,PC339,PC340,PC341,PC342,PC343,PC344,PC345,PC346,PC347,PC348,PC349,PC350,PC351,PC352,PC353,PC354,PC355,PC356,PC357,PC358,PC359,PC360,PC361,PC362,PC363,PC364,PC365,PC366,PC367,PC368,PC369,PC370,PC371,PC372,PC373,PC374,PC375,PC376,PC377,PC378,PC379,PC380,PC381,PC382,PC383,PC384,PC385,PC386,PC387,PC388,PC389,PC390,PC391,PC392,PC393,PC394,PC395,PC396,PC397,PC398,PC399,PC400,PC401,PC402,PC403,PC404,PC405,PC406,PC407,PC408,PC409,PC410,PC411,PC412,PC413,PC414,PC415,PC416,PC417,PC418,PC419,PC420,PC421,PC422,PC423,PC424,PC425,PC426
"InChI=1S/C66H75Cl2N9O24/c1-23(2)12-34(71-5)58(88)76-49-51(83)26-7-10-38(32(67)14-26)97-40-16-28-17-41(55(40)101-65-56(54(86)53(85)42(22-78)99-65)100-44-21-66(4,70)57(87)24(3)96-44)98-39-11-8-27(15-33(39)68)52(84)50-63(93)75-48(64(94)95)31-18-29(79)19-37(81)45(31)30-13-25(6-9-36(30)80)46(60(90)77-50)74-61(91)47(28)73-59(89)35(20-43(69)82)72-62(49)92/h6-11,13-19,23-24,34-35,42,44,46-54,56-57,65,71,78-81,83-87H,12,20-22,70H2,1-5H3,(H2,69,82)(H,72,92)(H,73,89)(H,74,91)(H,75,93)(H,76,88)(H,77,90)(H,94,95)/t24-,34+,35-,42+,44-,46+,47+,48?,49+,50-,51+,52+,53+,54-,56+,57+,65-,66-/m0/s1",8.615189603,3.409621746,4.939330329,5.510017754,2.235538824,1.828108808,6.10583168,5.774741647,4.205539264,3.119995425,3.995184138,2.54780279,4.172544686,3.326898507,3.534825312,3.284632337,1.897980876,2.950678493,3.231326678,3.329614898,2.331696347,3.71055277,2.94823695,3.665422435,2.841465379,1.667830944,2.454532803,3.6139167,2.609937343,2.8629756,3.48838603,2.957700427,3.303554087,3.39558721,2.897433416,2.437727873,3.373279408,3.057922197,2.37713442,3.08565184,2.39339832,2.652033791,3.617733211,1.80961572,3.598554019,3.036244988,2.267076099,3.090710422,3.529557359,2.425044434,2.557769396,2.249695994,4.123117524,2.940183769,3.366482303,2.893061578,3.039002009,3.449070039,3.097639529,2.84547052,2.647702201,3.073203521,2.747829628,3.071183729,2.471970423,2.948147576,2.002700403,3.496129797,3.169086175,2.97874957,3.277873466,3.133507631,3.555588453,2.830900433,2.46402938,2.705556337,3.112691817,3.401616843,3.222945238,2.984586736,2.591523064,3.040278224,3.004560937,3.883702959,2.885799884,2.986234352,3.096692318,2.049386511,2.416572634,2.989798891,3.388619252,2.540279885,3.010656228,2.819311851,2.60887113,3.03809665,3.338414145,2.83444582,3.163635352,3.075971229,3.326489611,2.922029275,2.836143105,3.196179831,2.587322967,3.337738647,2.953924604,3.145217393,2.910506878,3.079432761,2.688421196,2.835236812,3.196415545,2.810883944,3.166305666,3.314732817,2.62074641,2.920497764,2.921627043,3.085046699,3.077618126,3.19600114,2.905178719,3.045399905,3.024509788,2.705745177,3.188568016,2.950346567,2.786151393,2.980418775,3.008181922,2.990545686,3.094312838,2.905719354,2.88375203,2.760271416,3.116856424,3.193566472,2.717062472,2.952310249,2.801851462,2.970962144,2.83722862,3.010628846,2.870472673,3.07389559,3.156395324,3.259042051,3.06695033,2.989468471,2.843549891,3.03848471,3.241217289,2.845816612,3.125696919,3.30651161,3.205207409,3.224898781,3.122797255,2.925921193,3.142372924,3.271270972,2.990048528,2.89724612,2.893240115,3.111744321,3.268696482,2.820987726,2.914647002,2.829893492,2.738824891,2.844469577,3.074305891,2.786477538,2.960377954,2.909589615,2.913653011,2.865849865,2.987286217,2.734089571,3.009631051,2.919527739,2.989807056,2.945939764,2.989848079,2.971742804,3.225867328,2.807620114,3.182802633,2.691067699,3.073722224,2.897305246,3.185570788,2.737338418,2.952138761,2.851034634,3.049821417,2.834958967,2.896769881,2.838749421,2.803225137,3.040990239,2.689625761,3.193068333,2.838082508,2.81033242,3.013494536,2.807476868,2.902906341,3.102581987,3.096618048,2.780185579,2.842512807,3.299402316,3.004203069,3.179491161,2.902605965,3.005029576,3.046012828,2.920273069,2.940790676,3.149944868,2.954058508,2.931167726,3.195419383,2.940725529,2.795672839,3.07519524,2.769284913,2.761913354,3.027173384,3.056132509,3.01460958,3.103430857,3.065037166,3.068687923,2.911957569,2.941378432,3.040325429,2.841985333,2.875588048,3.081308286,2.953404463,2.925446085,2.972326442,3.051810254,2.847057268,2.918106224,3.087725931,3.01454681,3.09327745,3.112708057,3.020043798,3.09082081,3.024666729,3.132506493,2.967441575,3.098647454,3.121842848,3.023970521,3.024650406,2.838364764,2.86632779,3.012340742,3.070030811,2.881485801,2.894340798,2.896519072,2.951218721,3.038192232,2.937737254,3.014079026,2.939568395,2.912263272,2.903456866,3.003888476,2.923935101,2.97230371,3.079311945,2.952996344,2.89901818,3.009093611,2.910168218,2.902044865,3.015071582,3.028278663,2.891551584,3.010609438,2.996693383,2.962648081,2.947274268,2.919760488,3.051101157,2.876327748,3.044397829,2.928516767,2.965240883,3.026292239,2.977577961,2.980077006,3.029169584,2.977636717,3.009964276,2.969584732,3.090225048,3.016938483,3.033437357,2.994261142,2.967171266,3.063378179,2.995220205,2.959039834,3.004409711,3.072602557,2.919272519,3.027958207,2.978156032,2.981683078,2.981238034,2.931398782,2.971733668,2.988026933,2.980324647,2.98402423,2.978785205,2.967806638,2.89094642,2.929542384,2.980329446,3.003221166,2.992126243,3.014687417,2.970516615,2.963237018,3.007010303,3.051691085,3.027831558,3.019836991,2.955136632,2.965071556,2.967083841,3.059118089,3.010899483,2.94988921,2.990195364,2.936308483,2.949586206,3.024021747,2.919264477,2.970551536,2.993664504,2.9814317,3.005602434,3.007864228,2.972496097,3.008024148,3.009120046,3.01709858,2.996494436,2.998938031,3.01994625,3.001199796,2.977082318,2.976390882,2.969215678,2.959775357,2.990753435,2.991118592,2.954018726,2.965466352,3.016798305,2.973386902,3.018062447,2.993760403,2.940894116,3.048732662,2.9912279,2.975814538,2.979891401,3.002682641,2.997245958,2.970884808,2.982687119,2.981532523,2.991188628,3.00720249,2.996865033,2.977436219,2.989922438,2.98145353,2.972175254,2.998428239,2.993709295,2.997527262,2.993438073,3.01680067,2.98674799,2.999359728,2.980959442,3.014620558,2.984820232,2.975146959,2.993902284,2.975660632,2.990052777,2.982280665,2.982992593,3.003161665,3.005342204,2.980691506,2.990987206,2.984718288,2.998864665,3.008012275,2.980451753,2.988797128,2.995852066,2.997217126,2.986809912,2.987976038,2.986349959,2.989366237,2.98916957,2.990144079,2.98835232,2.989850236
"InChI=1S/C46H65N15O12S2/c47-27-22-74-75-23-33(45(73)61-17-5-9-34(61)44(72)56-28(8-4-16-53-46(51)52)39(67)54-21-37(50)65)60-43(71)32(20-36(49)64)59-40(68)29(14-15-35(48)63)55-41(69)31(18-24-6-2-1-3-7-24)58-42(70)30(57-38(27)66)19-25-10-12-26(62)13-11-25/h1-3,6-7,10-13,27-34,62H,4-5,8-9,14-23,47H2,(H2,48,63)(H2,49,64)(H2,50,65)(H,54,67)(H,55,69)(H,56,72)(H,57,66)(H,58,70)(H,59,68)(H,60,71)(H4,51,52,53)/t27-,28-,29-,30?,31-,32?,33-,34-/m0/s1",3.360645667,3.441782641,6.199814205,5.285410723,1.84659102,2.464265897,6.394066533,5.447420852,2.49724951,2.80887757,3.068227483,2.204141438,3.32904328,3.162336107,3.153607117,2.904261632,2.376121928,3.005038586,3.273855302,1.539633054,1.898885024,3.591972779,3.033186608,2.649667656,3.50421986,2.342270195,2.745059157,4.150681047,2.823435604,3.313585132,3.183853627,3.468270741,3.382078438,3.616364541,3.378172273,3.204593943,2.985224827,3.124411436,2.95708096,3.02267869,2.382208119,2.874566849,3.827695056,2.756253398,2.614404784,3.455985051,2.287974006,2.852955432,3.423828882,2.347411703,2.275328317,2.612171991,3.675736708,3.27965409,2.750409258,2.971778938,3.065991877,2.897698486,3.795610671,2.724329859,3.006242237,2.950455746,3.187305195,3.025994401,3.037940884,3.125766306,2.403047472,3.535224723,2.897396093,3.004822872,3.273709275,3.257618704,3.286289252,3.032025045,2.675192065,3.002886968,3.166622287,3.333617027,3.201617502,3.077944677,2.443019507,3.091191387,3.337590725,3.344268305,2.817922768,2.759007178,3.336234058,2.253463956,2.783966076,3.488033711,3.336248165,2.691193394,3.198402428,3.05415396,2.724088025,2.769161132,2.55815248,2.956315036,3.156783905,3.161743043,3.073813266,3.151469491,3.026371288,3.469891457,2.766467743,3.073749015,2.866822959,3.298740852,3.261942232,2.893062411,2.939122931,2.817082297,2.848118429,2.998567549,3.138656537,3.300619234,2.66359517,3.010319825,2.896761922,3.377834364,3.3782496,3.030596356,2.894920338,3.042129644,2.827769232,3.038025906,2.76470491,3.07858777,3.114375014,3.108419609,2.995551387,2.930509117,3.261371314,2.924582823,3.018549488,2.865093772,2.974267294,3.133609099,3.049783622,2.91080588,3.060747771,2.921801543,2.877697803,2.914855707,2.899319086,3.076567662,3.038461282,3.08717517,3.006582718,3.047451163,2.67532275,3.04576189,3.271826536,2.830832647,3.138457955,2.832143618,2.918141419,3.082534417,2.935528647,2.958641427,3.153149988,3.341725782,2.810166218,2.814887002,2.949456996,3.173793993,3.160634654,2.856618867,2.92488044,2.651185354,2.789326019,2.888659854,3.044786808,2.821747915,3.116371623,2.808602474,2.672847969,2.719825479,2.791408291,3.016048267,3.065132427,3.193144054,3.042513212,2.640870014,2.922225083,2.973877937,3.424451287,2.866655222,3.056792423,2.610462652,3.14776638,3.025209673,3.065152108,2.87694055,2.972882576,2.656283811,2.937689188,2.916564337,2.852746772,2.944285573,2.913337609,2.86478805,2.949484115,3.19197594,2.961832651,3.053111031,3.195747717,2.826388376,2.931265772,2.943644877,3.082806383,2.916165454,3.010856055,3.092276858,3.059332192,3.217625958,2.964227613,2.970405428,2.992990211,2.931235428,2.836763279,3.152254766,3.010169556,2.848663975,3.100741927,2.916651535,2.874910399,3.172774107,2.817406424,2.897923337,2.855893768,2.920706732,2.905463093,3.005226553,2.995064089,2.940192332,3.001631523,3.006307532,3.123246039,2.879817053,2.811346484,3.026942835,3.0091612,2.808229929,3.025647045,2.960031864,2.739200927,3.067724959,3.098517997,3.07841168,2.931942059,3.019183541,3.066264863,3.042982597,3.013447677,3.24281458,3.166296557,3.176167901,3.134701483,2.928712122,2.978087976,2.910599914,2.930114122,3.040312231,3.032299857,2.70353476,2.880995753,2.946016375,2.913069132,3.044797721,2.886497074,3.031475046,3.014313351,2.906005805,2.900549079,3.027011687,2.891566528,3.035931825,3.179572733,3.029643301,3.032269763,2.853531313,2.946832858,2.906837625,2.87074476,3.027191758,2.997826607,3.004183222,2.956004034,2.934990509,2.948902304,3.016677052,3.070650803,2.869576976,3.051831341,2.977726971,2.962671875,2.901712809,3.002028527,3.015061626,2.974431635,2.979303611,2.888105135,2.936842435,3.145149019,2.925651651,3.02885771,3.060588267,2.937110403,3.126613197,3.009389809,2.916197351,2.998464598,3.034394933,3.046252698,3.026215397,3.039712063,2.964205509,2.962314271,2.961041712,3.022936096,3.004745022,3.088750786,2.9618432,3.048652917,2.934410252,2.892207394,2.940195517,3.000906775,2.981138092,3.005058504,2.997347714,2.942599648,2.871038176,2.984314582,2.963962998,2.991109969,3.055525064,2.878341504,2.950990528,2.99617057,3.138470315,3.196300425,2.934405882,3.011991445,2.928093283,3.001526638,3.078017341,2.991598861,2.929268909,2.929280169,2.942080907,3.15169189,2.883284892,2.934918863,3.078446846,3.060810778,3.074982219,2.96552408,3.012830308,2.929886524,2.972633765,2.990801377,2.990403191,2.977265955,2.899866718,2.976396082,3.060242741,2.917223571,2.973395286,3.032908718,2.943753285,3.045375575,2.958535764,2.931748647,3.036203642,2.992915309,2.954493313,2.996744116,2.968393594,3.0342696,2.98411329,3.030466586,2.99211383,2.948647535,3.077494947,2.982119607,2.994500694,2.989961462,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641,2.989722641
"InChI=1S/C39H54N10O14S/c1-4-16(2)31-36(60)42-11-29(55)43-25-15-64(63)38-21(20-6-5-18(51)7-22(20)46-38)9-23(33(57)41-12-30(56)47-31)44-37(61)32(17(3)27(53)14-50)48-35(59)26-8-19(52)13-49(26)39(62)24(10-28(40)54)45-34(25)58/h5-7,16-17,19,23-27,31-32,46,50-53H,4,8-15H2,1-3H3,(H2,40,54)(H,41,57)(H,42,60)(H,43,55)(H,44,61)(H,45,58)(H,47,56)(H,48,59)/t16?,17-,19+,23-,24-,25-,26-,27-,31-,32-,64?/m0/s1",3.898422838,3.49708355,6.728512373,4.935217946,1.883273499,2.873626773,5.923114498,5.794035358,3.129051938,2.513038224,3.086328083,1.686498867,3.434919509,2.573402861,2.721138042,2.724983046,2.474184355,3.116562154,3.823531271,2.48651092,2.33775072,3.397107024,3.208367067,3.025426613,3.413790363,2.281985405,3.257661546,3.268396773,2.640420801,2.816396121,3.633088205,3.437421312,3.36488262,3.508411489,3.042896444,2.923186821,2.959630394,3.03721398,2.730195263,2.469374969,2.702194988,3.196030807,3.879584913,2.510016146,2.987712053,3.515394455,2.246413156,2.707420049,3.41589538,2.552038043,2.241977722,2.729781844,4.043393924,3.538287364,3.207302873,3.101424713,2.676274273,3.045585093,3.636154347,2.884984946,3.098055916,2.844466856,3.159954271,2.850313232,2.997448223,2.975032272,2.383225801,3.800508797,2.989600033,3.262219682,3.463693384,3.247690094,3.157676404,2.938435055,2.496160583,2.981386866,3.328216348,3.316483556,3.110161691,2.767378745,2.734032785,3.1101757,3.086740269,3.372507884,2.988303338,2.82378195,3.151021119,2.463791287,2.651644158,3.23601542,3.464733988,2.663755575,3.17666436,3.014780432,2.64239408,2.819242404,2.792628108,2.910959714,2.968399468,3.270341418,2.869129203,3.054868996,3.111701727,3.360071871,2.677597981,3.154546567,2.91087022,3.365734849,3.126977596,2.916620843,3.162799163,2.950525305,3.052067989,2.951927584,3.076990251,3.487203667,2.572588047,2.916031465,2.963274912,3.406743753,3.437147108,2.92112316,2.977526842,3.259703407,2.925762146,2.831510719,2.895228596,3.155367515,3.046967753,3.051635666,2.961885522,2.985619378,3.069201334,2.841908751,2.999984221,2.968495467,2.866240539,2.980910048,3.155171758,3.009405536,2.899753795,2.828101742,3.143944138,2.927604879,2.794964702,3.019219038,3.105588305,3.059524072,2.931973439,3.026902052,2.647128539,2.905755565,3.070938841,2.834100408,3.141705289,2.883513842,3.026575828,2.997147103,3.005656386,3.054244315,3.207202781,3.19999355,2.8708192,2.78834133,2.95626681,3.071646431,3.110892513,2.958942697,2.91215129,2.871556494,2.834583022,2.907853028,3.199382619,2.824223833,3.112090311,2.992742824,2.788989468,2.747901181,2.921572761,2.850222498,2.955693556,3.272565047,3.122236888,2.858956755,2.899871412,2.820360042,3.332310447,2.937847324,3.091452056,2.762694192,3.167526359,3.020610279,3.138620586,2.802443911,2.959802251,2.605099149,3.007292451,2.875206502,2.901885491,2.862591898,2.987897849,2.956710266,2.862032111,3.172618459,2.926092699,3.074834959,3.049751849,2.957757875,2.995058651,2.947952131,3.113287601,2.950231614,2.896808246,3.166540675,3.017422599,3.197665955,2.793543854,3.00818629,3.017183356,2.840141668,2.890857598,3.079129975,2.927870548,2.955891715,3.046901298,3.146883141,2.83867525,3.307683183,2.710410368,2.872601466,2.825699711,2.964916452,3.008847317,3.049910001,3.017493634,2.984390791,3.050494164,3.02997776,3.217829588,2.844999979,2.909399417,3.119402487,2.99275047,2.884939298,2.999174476,3.125443699,2.771756587,2.985966099,3.065669229,3.030674458,3.073885027,3.034832317,2.940217354,3.050625793,2.927769279,3.166334556,3.068968563,3.161355907,3.088441063,3.025490996,3.063308226,2.773361872,2.927005499,3.101727279,3.116748757,2.901144381,2.891210157,3.01060438,2.911565381,3.005737391,2.947192833,3.061165538,2.981661502,2.84782039,2.899511401,3.127290255,2.916791846,3.009823743,3.111120736,3.075450748,3.002867809,2.966971397,2.892324916,2.871831557,2.9796682,2.915093748,2.94197394,2.975103021,2.925182784,3.003091797,3.020118612,3.008067483,2.966405336,2.954571623,3.070031335,2.943052039,3.034022048,2.936281193,3.016071013,2.97586672,2.978909809,2.961163165,2.942185951,2.93032777,3.041035411,2.946561427,3.000967742,3.035138607,2.952240086,3.079118332,2.995047356,2.968942827,2.966975775,3.039191166,3.032187038,3.024578554,3.037631694,2.969236251,2.989427144,2.954455204,3.0078434,3.008721844,3.003785206,2.943195081,3.058915276,2.976202907,2.893707199,2.921479625,3.047745623,2.923986071,2.996113542,3.036679009,2.926536223,2.942892687,2.98989939,3.041534116,2.950294234,3.035997268,2.944951996,2.962378026,2.984926184,3.083999803,3.110325205,2.902688106,3.003100436,2.923253906,2.973907265,3.034301988,2.986691764,2.939674284,2.959540016,2.954274438,3.056452952,2.924377748,2.946021914,3.067783996,3.048191282,3.059122576,2.966100134,3.013030208,2.981363143,2.968309095,2.96582674,2.976443234,2.973035312,2.93140993,3.005231215,3.02534567,2.927381516,2.959868531,3.035550161,2.949852965,3.026930983,2.957851437,2.892819742,3.044009796,2.984502907,2.952328245,2.979285403,2.977837526,3.000289533,2.985842383,3.009567364,2.994091434,2.971012087,3.042825393,2.98969096,2.990046916,2.990324244,2.993610713,2.991142242,2.989143796,2.987388335,2.989588329,2.992871651,2.985879922,2.989305852,2.986969134,2.992315658,2.983794941,2.99182163,2.992045893,2.98832073,2.992694165,2.990087953,2.99172852,2.991237236,2.986524423,2.985811919,2.992044461,2.989399133,2.990791195,2.987806421,2.985798286,2.991762924,2.989875735,2.988279794,2.988104276,2.990339406,2.990102978,2.990596109,2.989832764,2.989858451,2.989677081,2.990033676,2.989761677
"InChI=1S/C66H103N17O16S/c1-9-35(6)52(69)66-81-48(32-100-66)63(97)76-43(26-34(4)5)59(93)74-42(22-23-50(85)86)58(92)83-53(36(7)10-2)64(98)75-40-20-15-16-25-71-55(89)46(29-49(68)84)78-62(96)47(30-51(87)88)79-61(95)45(28-39-31-70-33-72-39)77-60(94)44(27-38-18-13-12-14-19-38)80-65(99)54(37(8)11-3)82-57(91)41(21-17-24-67)73-56(40)90/h12-14,18-19,31,33-37,40-48,52-54H,9-11,15-17,20-30,32,67,69H2,1-8H3,(H2,68,84)(H,70,72)(H,71,89)(H,73,90)(H,74,93)(H,75,98)(H,76,97)(H,77,94)(H,78,96)(H,79,95)(H,80,99)(H,82,91)(H,83,92)(H,85,86)(H,87,88)/t35-,36-,37-,40-,41+,42+,43-,44+,45-,46-,47+,48-,52-,53-,54-/m0/s1",3.561121833,4.231696788,6.723447246,5.372782173,1.988131342,2.629003298,6.784745163,6.285330377,2.37859792,2.984931612,3.437920883,2.505326832,3.725461484,3.668962111,2.81216662,2.897342034,2.411235732,3.205569868,3.30699972,2.183088135,2.732408846,3.833279542,3.114072905,2.760960402,3.894243917,2.111397108,3.316278862,3.946939371,2.851720056,3.24609698,3.421069962,2.780575899,3.683781409,3.122285383,3.061014076,3.210504377,3.713296128,3.266930995,2.836731078,2.74432639,2.800016136,3.514242771,4.024878023,2.887368016,2.881141275,3.613805881,2.402995062,2.708511407,3.786072725,2.781852858,1.970235138,2.147757338,3.795783873,3.5147048,3.087241752,2.940012266,2.713652464,3.197312172,3.402766639,2.767507646,2.995610079,3.174803618,3.054198765,2.928404354,2.717054147,2.943003103,2.543206427,3.656392313,3.067742904,2.927930258,3.28740396,3.125295892,3.385374028,3.231287631,2.741410586,3.395838858,3.360397075,3.191412957,2.985473859,3.050939836,2.447365893,3.422728293,3.179017572,3.533503083,2.795866562,2.800105056,3.212822159,2.057723834,2.709920955,3.448244314,3.457846252,2.710060553,2.961287451,3.045658614,2.679537718,2.722709404,2.484931549,2.742512297,3.117804613,3.267734138,2.778896027,3.039638206,2.997874838,3.238999113,2.827885716,2.973468594,2.987898113,3.5421173,3.389815875,2.900582055,3.030469071,2.946780912,2.948390309,2.986567576,3.026408151,3.323479634,2.736642636,3.090369295,3.144085341,3.247941236,3.465669284,3.024789713,3.042250783,3.027773828,2.969848035,2.971155359,2.794458475,3.189062237,3.091033604,3.087197614,3.058376427,3.010815881,3.022478825,2.770746359,3.058496266,2.814962731,2.978135239,2.903802295,3.096389506,2.946859956,2.858735778,3.072809505,2.966358471,2.972580661,2.936912929,3.118015883,2.928456142,3.011826121,2.935736189,3.157170025,2.599485431,3.056046824,3.063553491,2.81381588,3.098233914,2.840605353,2.97755365,2.945940933,2.997895873,3.034253468,3.128998518,3.210157026,2.917496192,2.906985517,3.006630333,2.999143396,3.03218111,2.974805511,2.798689707,2.674658024,2.726657892,2.835281074,3.048844535,2.857678005,3.040348337,2.79228475,2.804902514,2.690029532,2.908023448,3.028016114,3.044803159,3.204542577,3.034639917,2.662238834,2.79194888,2.923943629,3.281646562,2.824977022,3.045952948,2.717634797,3.050546581,3.079823932,3.082206,2.855006377,2.985448665,2.737430937,2.775836349,2.902010329,2.723917734,2.938689761,2.861218378,2.684853844,2.897834999,3.182652504,2.964578858,3.143923088,3.180975125,2.895618203,2.912206239,3.031689346,3.084956565,2.868660234,3.147498711,3.047067393,3.053178995,3.139726319,2.972911095,2.945918309,3.090074609,2.895286373,2.841655026,3.136384979,2.972034659,2.838817392,3.014214475,2.84970455,2.892603422,3.271151136,2.770415951,2.915598448,2.84279546,2.900796586,2.954760174,3.066025903,3.036073336,3.010322355,2.918342879,2.99611791,3.128682881,2.915683224,2.900581026,3.03768049,2.97589923,2.838075095,2.967051764,2.957922509,2.735190225,2.951130709,3.004515561,3.108201586,3.043108231,3.139831954,3.039545685,2.927061833,2.940685735,3.172665719,3.055459904,3.128000441,3.100867252,2.946757495,3.021370548,2.801268803,2.950316159,3.091920374,3.067829625,2.692351893,2.923443644,2.997702376,2.932465593,3.019195788,2.926474274,3.103845847,2.995067599,2.840494748,2.859772158,3.065402076,3.031471553,3.032871139,3.105925405,3.069768438,3.063260638,2.913775287,3.016201469,2.855460076,2.918193146,3.024410526,2.994326135,3.04310063,2.977382502,2.968561743,2.943820191,3.000043127,3.035200758,2.893003075,3.106278189,2.97472013,2.956192866,2.938299437,3.020285325,2.966990622,2.98681725,2.904985247,2.924852479,2.989638198,3.096859726,2.977588676,3.012440973,3.051405093,2.957094737,3.162252219,2.986905232,2.939220656,3.004701721,2.996433473,3.06978899,3.063524154,3.057063377,2.967894267,2.98344845,2.938083872,3.04766471,2.954628086,2.966667456,2.997995205,3.050568612,3.006786132,2.893091505,2.982835606,3.029739468,2.890684927,3.088121885,3.01390607,2.890741404,2.888809761,2.942072933,2.971656903,2.95921455,3.105147786,2.876853153,2.911620853,2.991384865,3.178785411,3.210501112,2.915173919,3.02023133,2.950175337,3.019532833,3.048959297,3.082231993,2.908867694,2.931677041,2.906872734,3.193135983,2.834643607,2.879812454,3.112038992,3.073192821,3.128340354,2.931285787,3.033664134,2.941309383,2.948007528,2.995054602,2.977522284,2.989726242,2.914792514,3.008797121,3.073241256,2.869081367,2.995292018,3.05632523,2.96407822,3.013613532,2.975213112,2.98643087,2.958787056,2.978364425,2.959803507,3.015726828,2.975176275,3.055244734,2.98179563,2.995727054,2.957553091,2.977349203,3.118661389,2.994623878,3.002605351,2.991909431,2.997498784,2.992561843,2.988564951,2.985054028,2.989454016,2.996020661,2.982037203,2.988889063,2.984215627,2.994908675,2.97786724,2.993920619,2.994369145,2.986918818,2.995665689,2.990453265,2.993734398,2.99275183,2.983326205,2.981901197,2.994366281,2.989075625,2.991859748,2.9858902,2.981873931,2.993803207,2.990028829,2.986836946,2.986485911,2.99095617,2.990483314,2.991469577,2.989942886,2.98999426,2.989631521,2.990344711,2.989800713
