inchi,maccs_1,maccs_2,maccs_3,maccs_4,maccs_5,maccs_6,maccs_7,maccs_8,maccs_9,maccs_10,maccs_11,maccs_12,maccs_13,maccs_14,maccs_15,maccs_16,maccs_17,maccs_18,maccs_19,maccs_20,maccs_21,maccs_22,maccs_23,maccs_24,maccs_25,maccs_26,maccs_27,maccs_28,maccs_29,maccs_30,maccs_31,maccs_32,maccs_33,maccs_34,maccs_35,maccs_36,maccs_37,maccs_38,maccs_39,maccs_40,maccs_41,maccs_42,maccs_43,maccs_44,maccs_45,maccs_46,maccs_47,maccs_48,maccs_49,maccs_50,maccs_51,maccs_52,maccs_53,maccs_54,maccs_55,maccs_56,maccs_57,maccs_58,maccs_59,maccs_60,maccs_61,maccs_62,maccs_63,maccs_64,maccs_65,maccs_66,maccs_67,maccs_68,maccs_69,maccs_70,maccs_71,maccs_72,maccs_73,maccs_74,maccs_75,maccs_76,maccs_77,maccs_78,maccs_79,maccs_80,maccs_81,maccs_82,maccs_83,maccs_84,maccs_85,maccs_86,maccs_87,maccs_88,maccs_89,maccs_90,maccs_91,maccs_92,maccs_93,maccs_94,maccs_95,maccs_96,maccs_97,maccs_98,maccs_99,maccs_100,maccs_101,maccs_102,maccs_103,maccs_104,maccs_105,maccs_106,maccs_107,maccs_108,maccs_109,maccs_110,maccs_111,maccs_112,maccs_113,maccs_114,maccs_115,maccs_116,maccs_117,maccs_118,maccs_119,maccs_120,maccs_121,maccs_122,maccs_123,maccs_124,maccs_125,maccs_126,maccs_127,maccs_128,maccs_129,maccs_130,maccs_131,maccs_132,maccs_133,maccs_134,maccs_135,maccs_136,maccs_137,maccs_138,maccs_139,maccs_140,maccs_141,maccs_142,maccs_143,maccs_144,maccs_145,maccs_146,maccs_147,maccs_148,maccs_149,maccs_150,maccs_151,maccs_152,maccs_153,maccs_154,maccs_155,maccs_156,maccs_157,maccs_158,maccs_159,maccs_160,maccs_161,maccs_162,maccs_163,maccs_164,maccs_165,maccs_166
peptide_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,16,1,0,6,0,6,0,0,0,0,3,29,16,17,0,0,20,0,4,0,0,5,0,0,0,21,0,3,0,0,1,17,19,0,0,0,6,0,17,10,3,0,0,0,3,0,0,0,0,1,1,0,33,6,0,0,0,20,0,6,5,25,9,28,0,0,2,25,10,0,9,0,28,1,6,20,24,36,5,44,25,9,28,12,2,25,12,0
peptide_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,14,3,0,5,1,5,0,0,0,0,3,14,3,16,0,0,16,1,7,0,0,2,0,0,0,17,0,0,0,0,3,16,17,0,2,0,4,0,16,1,0,2,2,0,1,0,0,0,2,3,0,0,23,7,0,0,0,17,2,5,5,22,4,19,2,0,1,22,1,0,4,0,18,1,5,17,14,28,5,29,22,4,19,11,1,22,11,0
peptide_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,3,1,11,0,0,2,5,3,5,0,0,0,0,9,13,11,0,0,11,5,0,0,0,7,0,0,0,4,0,1,0,0,0,11,15,0,2,1,3,0,11,12,1,5,5,5,0,0,0,0,2,6,1,0,11,1,0,0,0,11,5,7,1,12,6,15,2,0,1,12,12,5,6,5,10,1,7,11,7,22,1,30,12,6,15,6,1,12,31,0
peptide_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,0,1,0,15,1,0,2,4,1,3,0,0,0,2,14,9,14,0,0,18,4,4,0,0,4,0,0,0,10,0,0,0,0,1,14,16,0,2,2,4,0,14,7,0,5,5,3,3,0,0,0,2,4,1,0,19,5,0,0,0,17,5,5,6,23,7,17,2,0,3,23,7,3,7,3,13,2,5,17,12,29,6,32,23,7,17,23,3,23,38,0
peptide_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,6,0,4,1,17,1,0,3,4,3,3,0,0,0,2,19,13,16,0,0,18,4,4,0,0,5,0,0,0,12,0,1,0,0,1,16,18,0,2,2,4,0,16,9,1,5,5,3,2,0,0,0,2,4,1,0,23,5,0,0,0,18,5,6,5,23,7,22,2,0,3,23,9,3,7,3,18,2,6,18,15,33,5,38,23,7,22,23,3,23,38,0
peptide_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,4,0,6,2,24,0,0,5,3,6,2,1,0,1,1,34,20,27,1,0,27,3,9,0,0,6,0,0,0,27,2,2,0,0,1,27,28,0,2,0,9,1,27,12,2,3,3,2,5,0,0,0,2,5,1,0,40,13,0,0,0,32,3,8,7,39,14,35,2,0,2,39,12,2,14,2,33,1,8,32,27,53,7,60,39,14,35,15,2,39,25,0
peptide_146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,5,22,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,5,4,0,6,2,24,0,0,5,3,6,2,1,0,1,1,34,20,27,1,0,27,3,9,0,0,6,0,1,0,27,2,2,0,0,1,27,28,0,2,0,9,1,27,12,2,3,3,2,5,1,0,0,2,5,1,1,40,14,0,0,0,33,3,8,7,40,14,35,2,0,2,40,12,3,14,2,33,1,8,32,27,53,7,60,40,14,35,15,2,40,25,0
peptide_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,8,0,7,2,24,2,0,6,6,5,4,0,0,0,2,37,26,24,0,0,27,6,7,0,0,8,0,0,0,23,2,2,0,1,2,24,27,0,0,3,3,0,24,18,2,7,7,4,6,0,0,0,0,2,1,0,38,12,0,0,0,30,7,10,8,38,10,35,0,0,1,38,18,4,10,4,30,0,10,30,27,51,8,59,38,10,35,14,1,38,34,0
peptide_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,10,0,7,2,20,2,0,6,6,8,5,0,0,0,0,26,26,21,0,0,19,6,1,0,0,11,0,0,0,16,0,2,0,0,0,21,27,0,0,2,2,0,21,21,2,7,7,5,0,0,0,0,0,7,2,0,26,4,0,0,0,21,7,11,0,21,8,32,0,0,1,21,21,5,8,5,26,0,11,21,23,41,0,53,21,8,32,11,1,21,36,0
peptide_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,16,1,0,6,1,5,1,0,0,0,2,18,12,18,0,0,20,1,5,0,0,6,0,0,0,16,0,1,0,1,1,18,17,0,0,1,5,0,18,8,1,1,1,1,2,0,0,0,0,2,1,0,26,7,0,0,0,20,1,7,4,24,11,23,0,0,0,24,8,1,11,1,22,1,7,20,18,33,4,40,24,11,23,0,0,24,5,0
peptide_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,20,1,0,4,2,5,1,1,0,1,1,27,16,21,1,0,23,2,6,0,0,5,0,0,0,23,2,0,0,0,0,21,20,0,0,0,3,1,21,15,0,2,2,1,6,0,0,0,0,1,3,0,32,12,0,0,0,27,2,6,7,34,10,26,0,0,2,34,15,1,10,1,25,1,6,27,27,42,7,46,34,10,26,15,2,34,20,0
peptide_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,21,1,0,5,2,5,1,1,0,1,3,28,16,22,1,0,25,2,6,0,0,5,0,0,0,24,2,0,0,0,1,22,21,0,0,0,3,1,22,15,0,2,2,1,6,0,0,0,0,1,3,0,34,12,0,0,0,28,2,7,8,36,10,27,0,0,2,36,15,1,10,1,26,1,7,28,28,44,8,48,36,10,27,15,2,36,20,0
peptide_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,22,1,0,6,2,5,1,1,0,1,4,29,16,23,1,0,27,2,7,0,0,5,0,0,0,25,2,0,0,0,2,23,22,0,0,0,3,1,23,15,0,2,2,1,6,0,0,0,0,1,3,0,36,12,0,0,0,29,2,8,9,38,10,28,0,0,2,38,15,1,10,1,27,1,8,29,29,46,9,50,38,10,28,15,2,38,20,0
peptide_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,23,1,0,6,2,5,1,1,0,1,3,29,16,24,1,0,28,2,8,0,0,5,0,0,0,25,2,0,0,0,2,24,22,0,0,0,3,1,24,15,0,2,2,1,6,0,0,0,0,1,3,0,37,12,0,0,0,30,2,8,9,39,11,29,0,0,2,39,15,1,11,1,28,1,8,30,29,48,9,52,39,11,29,15,2,39,20,0
peptide_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,25,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,1,2,2,0,0,0,23,1,0,6,2,5,1,1,0,1,3,29,16,24,1,0,28,2,8,0,0,5,0,1,0,25,2,0,0,0,2,24,22,0,0,0,3,1,24,15,0,2,2,1,6,1,0,0,0,1,3,1,37,13,0,0,0,31,2,8,9,40,11,29,0,0,2,40,15,2,11,1,28,1,8,30,29,48,9,52,40,11,29,15,2,40,20,0
peptide_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,2,0,1,0,11,2,0,1,2,4,1,0,0,0,0,16,9,12,0,0,12,2,3,0,0,2,0,0,0,13,0,0,0,0,0,12,14,0,0,1,5,0,12,7,0,3,3,1,3,0,0,0,0,1,1,0,17,6,0,0,0,15,3,2,3,18,8,16,0,0,0,18,7,1,8,1,14,0,2,15,14,24,3,25,18,8,16,5,0,18,10,0
peptide_156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,4,0,1,0,12,1,0,3,3,3,2,1,0,1,1,18,15,11,1,0,14,3,1,0,0,4,0,0,0,13,0,0,0,0,1,11,17,0,2,0,7,1,11,12,0,4,4,2,2,0,0,0,2,2,2,0,17,2,0,0,0,13,4,6,4,17,7,16,2,0,1,17,12,2,7,2,13,1,6,13,18,24,4,27,17,7,16,11,1,17,21,0
peptide_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,1,0,15,2,0,2,3,5,2,0,0,0,5,22,17,16,0,0,20,3,4,0,0,4,0,0,0,16,0,0,0,0,0,16,18,0,0,0,2,0,16,14,0,4,4,2,4,0,0,0,0,2,2,0,26,8,0,0,0,20,4,4,8,28,6,21,0,0,0,28,14,2,6,2,18,4,4,20,19,32,8,35,28,6,21,5,0,28,15,0
peptide_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,4,0,1,0,22,2,0,4,3,8,2,0,0,0,4,38,26,25,0,0,27,3,5,0,0,6,0,0,0,27,0,0,0,0,0,25,26,0,0,1,3,0,25,21,0,4,4,2,6,0,0,0,0,3,3,0,38,16,0,0,0,31,4,6,10,41,8,31,0,0,0,41,21,2,8,2,28,4,6,31,33,47,10,52,41,8,31,5,0,41,15,0
peptide_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,1,0,17,1,0,4,2,5,1,1,0,1,4,27,16,18,1,0,22,2,6,0,0,3,0,0,0,18,0,0,0,0,2,18,18,0,0,2,3,1,18,13,0,3,3,1,4,0,0,0,0,1,2,0,29,8,0,0,0,22,3,6,8,30,9,23,0,0,0,30,13,1,9,1,21,2,6,22,24,36,8,38,30,9,23,5,0,30,10,0
peptide_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,22,0,0,4,2,5,1,0,0,0,4,36,21,23,0,0,28,2,6,0,0,4,0,0,0,25,2,0,0,0,1,23,20,0,0,1,3,0,23,18,0,2,2,1,8,0,0,0,0,1,3,0,39,15,0,0,0,31,2,5,12,43,12,28,0,0,1,43,18,1,12,1,27,3,5,31,31,47,12,50,43,12,28,9,1,43,14,0
peptide_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,2,0,11,2,0,1,2,2,0,0,0,0,0,16,8,9,0,0,11,2,4,0,0,1,0,0,0,12,0,0,0,0,0,9,11,0,0,2,6,0,9,4,0,4,4,0,4,0,0,0,0,0,1,0,17,6,0,0,0,13,4,1,4,17,8,15,0,0,0,17,4,0,8,0,13,0,1,13,14,21,4,20,17,8,15,10,0,17,10,0
peptide_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,12,0,0,2,1,3,1,0,0,0,1,24,12,13,0,0,15,1,3,0,0,2,0,0,0,17,0,0,0,0,1,13,13,0,0,1,1,0,13,11,0,1,1,1,7,0,0,0,0,1,1,0,22,13,0,0,0,20,1,3,8,28,5,15,0,0,0,28,11,1,5,1,14,0,3,20,19,26,8,28,28,5,15,0,0,28,5,0
peptide_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,3,1,11,1,0,2,3,6,2,0,0,0,0,18,11,14,0,0,11,3,1,0,0,4,0,0,0,12,2,1,0,0,0,14,16,0,0,1,3,0,14,8,1,3,3,2,0,0,0,0,0,3,0,0,17,4,0,0,0,14,3,4,0,14,4,19,0,0,2,14,8,2,4,2,17,0,4,14,13,26,0,30,14,4,19,15,2,14,25,0
peptide_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,3,1,11,0,0,3,3,5,2,0,0,0,1,18,11,13,0,0,12,3,1,0,0,4,0,0,0,11,2,1,0,0,1,13,15,0,0,1,3,0,13,8,1,3,3,2,0,0,0,0,0,3,0,0,17,3,0,0,0,13,3,5,1,14,4,18,0,0,2,14,8,2,4,2,16,0,5,13,13,25,1,29,14,4,18,15,2,14,25,0
peptide_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,12,0,0,2,2,4,2,1,0,1,1,18,11,13,1,0,13,2,7,0,0,3,0,0,0,14,0,1,0,0,1,13,15,0,0,1,4,1,13,8,1,2,2,2,3,0,0,0,0,1,0,0,19,7,0,0,0,16,2,5,4,20,5,17,0,0,1,20,8,2,5,2,15,0,5,16,14,26,4,30,20,5,17,6,1,20,16,0
peptide_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,7,0,0,5,0,3,0,0,0,0,3,10,8,7,0,0,11,0,1,0,0,3,0,0,0,7,0,1,0,1,2,7,7,0,0,0,0,0,7,5,1,0,0,0,1,0,0,0,0,1,1,0,15,1,0,0,0,8,0,5,3,11,3,12,0,0,0,11,5,0,3,0,12,0,5,8,10,15,3,19,11,3,12,0,0,11,0,0
peptide_167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,19,2,0,6,1,8,1,0,0,0,4,37,21,22,0,0,25,1,10,0,0,5,0,0,0,29,0,1,0,0,2,22,25,0,0,1,3,0,22,18,1,1,1,1,7,0,0,0,0,1,3,0,39,15,0,0,0,29,1,7,11,40,6,29,0,0,0,40,18,1,6,1,28,2,7,29,33,43,11,49,40,6,29,0,0,40,5,0
peptide_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,9,0,0,3,1,3,1,1,0,1,1,16,11,9,1,0,12,1,1,0,0,3,0,0,0,12,0,0,0,0,1,9,13,0,2,0,7,1,9,10,0,1,1,1,2,0,0,0,2,1,2,0,15,2,0,0,0,11,1,5,4,15,7,12,2,0,1,15,10,1,7,1,11,1,5,11,17,19,4,22,15,7,12,6,1,15,11,0
peptide_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,21,2,0,11,1,6,1,0,0,0,2,16,20,23,0,0,25,1,4,0,0,12,0,0,0,21,0,0,0,3,0,23,24,0,4,0,2,0,23,11,0,1,1,1,1,0,0,0,4,9,6,0,31,10,0,0,0,24,1,12,5,29,6,27,4,0,3,29,11,1,6,1,26,4,12,24,26,37,5,49,29,6,27,18,3,29,23,0
peptide_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,3,1,10,2,0,2,2,6,2,0,0,0,0,16,15,13,0,0,12,2,4,0,0,4,0,0,0,13,0,1,0,0,0,13,16,0,0,1,3,0,13,10,1,2,2,2,2,0,0,0,0,2,1,0,18,5,0,0,0,15,2,4,2,17,5,18,0,0,0,17,10,2,5,2,16,0,4,15,14,25,2,30,17,5,18,0,0,17,10,0
peptide_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,1,20,3,0,8,1,9,0,1,0,1,1,33,21,22,1,0,22,1,7,0,0,7,0,0,0,29,0,1,0,0,1,22,28,0,2,0,5,1,22,16,1,2,2,0,3,0,0,0,2,4,4,0,36,9,0,0,0,25,2,9,5,30,6,32,2,0,2,30,16,0,6,0,31,1,9,25,35,42,5,49,30,6,32,17,2,30,17,0
peptide_172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,1,22,3,0,9,1,9,0,1,0,1,3,34,21,24,1,0,25,1,7,0,0,7,0,0,0,30,0,1,0,0,2,24,29,0,2,0,5,1,24,16,1,2,2,0,3,0,0,0,2,4,4,0,39,9,0,0,0,27,2,10,6,33,7,34,2,0,2,33,16,0,7,0,33,1,10,27,36,46,6,53,33,7,34,17,2,33,17,0
peptide_173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,7,26,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,1,2,0,0,4,1,23,3,0,10,1,9,0,1,0,1,4,35,21,25,1,0,27,1,8,0,0,7,0,1,0,31,0,1,0,0,3,25,30,0,2,0,5,1,25,16,1,2,2,0,3,1,0,0,2,4,4,1,41,10,0,0,0,29,2,11,7,36,7,35,2,0,2,36,16,1,7,0,34,1,11,28,37,48,7,55,36,7,35,17,2,36,17,0
peptide_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,26,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,4,1,23,3,0,10,1,9,0,1,0,1,4,35,21,25,1,0,27,1,8,0,0,7,0,0,0,31,0,1,0,0,3,25,30,0,2,0,5,1,25,16,1,2,2,0,3,0,0,0,2,4,4,0,41,9,0,0,0,28,2,11,7,35,7,35,2,0,2,35,16,0,7,0,34,1,11,28,37,48,7,55,35,7,35,17,2,35,17,0
peptide_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,3,1,9,0,0,2,1,3,0,0,0,0,1,17,9,9,0,0,12,1,3,0,0,2,0,0,0,12,2,1,0,0,0,9,10,0,0,0,6,0,9,6,1,1,1,0,3,0,0,0,0,0,1,0,19,4,0,0,0,12,1,2,4,16,9,15,0,0,1,16,6,0,9,0,15,1,2,12,14,21,4,23,16,9,15,9,1,16,9,0
peptide_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,10,1,0,3,1,4,1,0,0,0,2,13,11,11,0,0,13,1,1,0,0,4,0,0,0,10,0,0,0,0,0,11,11,0,0,1,3,0,11,9,0,1,1,1,2,0,0,0,0,2,2,0,16,4,0,0,0,13,1,4,3,16,9,14,0,0,0,16,9,1,9,1,13,1,4,13,14,21,3,25,16,9,14,0,0,16,5,0
peptide_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,1,0,11,1,0,3,2,2,0,0,0,0,2,10,5,11,0,0,14,2,2,0,0,2,0,0,0,9,2,0,0,1,1,11,10,0,0,0,4,0,11,1,0,3,3,0,1,0,0,0,0,1,1,0,17,3,0,0,0,12,3,3,3,15,7,15,0,0,1,15,1,0,7,0,14,1,3,12,9,22,3,22,15,7,15,14,1,15,14,0
